Drug1_ID,Drug2_ID,Y,Neg samples
DB00213,DB01202,1,DB00552
DB01045,DB00998,0,DB00257
DB00470,DB02530,0,DB00457
DB00180,DB00833,0,DB00215
DB01112,DB00986,1,DB00224
DB00408,DB01589,0,DB01216
DB00844,DB00712,0,DB00698
DB00673,DB01110,0,DB00341
DB00512,DB00495,1,DB00784
DB00580,DB00877,0,DB00602
DB01033,DB00950,1,DB00857
DB00270,DB00390,1,DB00395
DB00770,DB00395,0,DB01067
DB00494,DB00316,1,DB01151
DB00338,DB00196,1,DB00661
DB01014,DB01044,0,DB01083
DB00450,DB00543,0,DB01249
DB01115,DB00987,1,DB00250
DB00611,DB01023,0,DB00671
DB00924,DB00489,0,DB00869
DB00564,DB00367,1,DB00355
DB00335,DB01006,1,DB00684
DB00996,DB00673,1,DB00227
DB01265,DB01079,0,DB00668
DB00244,DB01242,0,DB00361
DB00248,DB00916,0,DB00715
DB00413,DB00443,1,DB00879
DB00153,DB00762,0,DB00381
DB00590,DB00501,1,DB01221
DB01240,DB00722,1,DB00796
DB01193,DB01140,0,DB00472
DB00583,DB00390,1,DB01069
DB00745,DB00396,1,DB01127
DB00734,DB00419,0,DB00292
DB01060,DB01023,1,DB01155
DB00426,DB00285,1,DB00424
DB00558,DB00115,0,DB00262
DB01036,DB00986,0,DB00458
DB00775,DB00176,0,DB00196
DB00280,DB00822,0,DB00631
DB01127,DB04441,0,DB01327
DB01193,DB01589,0,DB00421
DB00499,DB01068,0,DB00479
DB00379,DB00753,0,DB01069
DB00829,DB06151,1,DB00257
DB00415,DB01006,0,DB01219
DB00338,DB00448,1,DB00633
DB00438,DB00822,0,DB00495
DB00749,DB00966,1,DB00332
DB00726,DB00377,0,DB01143
DB00602,DB00331,0,DB01044
DB00798,DB01032,0,DB00446
DB00718,DB00519,0,DB01020
DB00231,DB00776,1,DB00586
DB01030,DB00115,0,DB00734
DB00887,DB01188,0,DB00497
DB01224,DB00783,1,DB00323
DB00426,DB00359,0,DB00842
DB00323,DB00461,0,DB00519
DB01416,DB00795,0,DB00417
DB00829,DB00884,1,DB01221
DB00874,DB00809,0,DB00181
DB00808,DB00620,1,DB00346
DB01048,DB00813,1,DB01029
DB00571,DB00859,0,DB00472
DB00649,DB01203,0,DB00421
DB00204,DB00373,0,DB00542
DB00953,DB00917,0,DB00887
DB00842,DB01067,0,DB00983
DB00542,DB00659,0,DB00881
DB01183,DB01194,0,DB01041
DB01205,DB00799,0,DB00503
DB00836,DB00904,1,DB00900
DB00708,DB00188,0,DB00924
DB00343,DB00550,0,DB00627
DB00590,DB00215,1,DB00503
DB00749,DB00191,1,DB00658
DB00199,DB00451,1,DB00162
DB00712,DB00934,0,DB00673
DB00497,DB00481,1,DB00545
DB00631,DB01047,0,DB00497
DB00920,DB01194,0,DB00697
DB00567,DB00783,1,DB01611
DB00424,DB00115,0,DB00216
DB00802,DB01149,0,DB01229
DB00439,DB00350,0,DB01043
DB00472,DB00317,1,DB01186
DB00704,DB01219,0,DB00819
DB00681,DB00479,1,DB01020
DB00808,DB00374,0,DB01204
DB00775,DB00482,0,DB00248
DB00668,DB00227,1,DB00396
DB00450,DB01128,0,DB00264
DB00921,DB00305,0,DB00188
DB00623,DB00313,1,DB00853
DB00763,DB01577,0,DB00575
DB00991,DB00806,0,DB01137
DB01167,DB00904,1,DB00424
DB00203,DB00323,0,DB00284
DB00983,DB00737,0,DB00555
DB00879,DB01232,1,DB01016
DB00580,DB00695,1,DB01167
DB00790,DB00690,0,DB00833
DB00181,DB00227,1,DB00199
DB00393,DB00220,0,DB01062
DB01275,DB01577,0,DB00563
DB01041,DB00632,0,DB01101
DB00455,DB00238,1,DB00455
DB00531,DB00493,1,DB00623
DB00445,DB00669,1,DB00880
DB01413,DB01079,0,DB00181
DB01151,DB00851,0,DB00459
DB01167,DB01101,0,DB00784
DB00423,DB01016,1,DB00461
DB00441,DB01186,0,DB00612
DB00514,DB01173,0,DB00990
DB00307,DB01211,0,DB00370
DB00775,DB00210,0,DB00231
DB00563,DB01181,1,DB00882
DB00973,DB00292,0,DB00836
DB00787,DB00317,1,DB00575
DB00181,DB00998,0,DB00533
DB00303,DB01006,0,DB00398
DB00214,DB00804,0,DB01240
DB00497,DB00297,1,DB00514
DB01085,DB00918,0,DB00421
DB00635,DB00624,1,DB00211
DB00580,DB00631,0,DB00920
DB00199,DB01110,1,DB00776
DB00422,DB00419,0,DB00475
DB00726,DB00297,0,DB00917
DB01203,DB00459,0,DB00620
DB00210,DB00658,0,DB00790
DB00484,DB00796,1,DB00742
DB00966,DB01142,1,DB01609
DB00479,DB06700,0,DB00877
DB00960,DB00184,0,DB00654
DB00555,DB00843,1,DB01221
DB00960,DB01020,1,DB01114
DB01162,DB06700,0,DB00181
DB01181,DB00934,0,DB00224
DB00580,DB00864,1,DB00623
DB00351,DB00715,1,DB00878
DB00577,DB00215,1,DB01242
DB01215,DB00863,1,DB01337
DB01112,DB01008,0,DB00332
DB00853,DB00586,1,DB00669
DB01110,DB00758,1,DB00393
DB00724,DB00857,1,DB00808
DB01167,DB01023,1,DB00243
DB00482,DB01008,0,DB00327
DB00353,DB00457,0,DB00341
DB00860,DB01085,1,DB00672
DB00213,DB00204,1,DB00684
DB00537,DB01110,1,DB00700
DB00853,DB00184,1,DB01085
DB00543,DB00481,0,DB00713
DB01083,DB01029,1,DB00201
DB00582,DB00987,1,DB00355
DB00972,DB01577,0,DB00270
DB00210,DB00650,0,DB01059
DB00927,DB01188,0,DB00603
DB00543,DB00502,0,DB01215
DB00804,DB00291,0,DB00783
DB00555,DB00335,1,DB00278
DB00540,DB00557,1,DB00278
DB00674,DB01186,0,DB00549
DB01263,DB00261,0,DB00567
DB01337,DB00780,0,DB00492
DB00709,DB01114,0,DB00951
DB00321,DB01149,1,DB00305
DB01137,DB00538,0,DB00213
DB00584,DB01254,1,DB01149
DB00542,DB06700,0,DB00924
DB00879,DB00379,0,DB00426
DB01406,DB05271,0,DB00291
DB01005,DB00584,1,DB00567
DB00153,DB01150,0,DB00918
DB00333,DB01132,1,DB00317
DB00659,DB01249,0,DB00492
DB00371,DB00279,0,DB01162
DB00214,DB00550,0,DB00659
DB00652,DB01023,0,DB00394
DB00529,DB00623,0,DB01586
DB00999,DB05271,1,DB00841
DB00700,DB00421,1,DB00379
DB01265,DB00690,0,DB00700
DB01203,DB00207,1,DB01173
DB00630,DB00850,1,DB00917
DB00313,DB01043,1,DB01151
DB00900,DB00328,1,DB00319
DB00214,DB00475,0,DB00863
DB00820,DB00501,0,DB04441
DB00327,DB00773,1,DB00878
DB01215,DB01037,0,DB00472
DB01260,DB00494,0,DB00884
DB00331,DB00695,1,DB00804
DB00371,DB00966,0,DB01009
DB00880,DB00549,0,DB01128
DB01162,DB00796,1,DB00701
DB00938,DB01104,1,DB00446
DB00582,DB06151,1,DB01232
DB00552,DB00580,0,DB00559
DB01114,DB00419,0,DB01264
DB01118,DB00745,0,DB00199
DB01197,DB00218,1,DB01182
DB00341,DB00590,1,DB00181
DB01036,DB00443,1,DB00623
DB00829,DB00675,1,DB01210
DB00661,DB00242,0,DB00555
DB00401,DB00877,0,DB01004
DB01150,DB00715,1,DB00479
DB01204,DB00353,0,DB01101
DB01202,DB00989,1,DB00582
DB01162,DB01069,1,DB00631
DB00439,DB00153,0,DB01014
DB01623,DB00773,0,DB00359
DB00381,DB01183,0,DB00419
DB00877,DB01067,1,DB00704
DB00681,DB00178,1,DB00775
DB01233,DB00422,1,DB01589
DB00533,DB01186,1,DB01072
DB00443,DB00776,1,DB00672
DB00967,DB00989,1,DB00749
DB00673,DB00737,0,DB00818
DB00203,DB00490,1,DB00969
DB00450,DB00433,1,DB00379
DB01004,DB00648,0,DB00927
DB00180,DB00209,0,DB00231
DB00374,DB01219,0,DB00927
DB01032,DB00332,0,DB00958
DB00884,DB01118,1,DB00570
DB00450,DB01577,0,DB00191
DB00945,DB00934,0,DB00199
DB00542,DB00482,1,DB01223
DB00193,DB00650,1,DB00358
DB01197,DB01076,1,DB00374
DB00921,DB01127,0,DB00975
DB00960,DB00958,0,DB00683
DB01195,DB00757,0,DB00927
DB01224,DB00404,1,DB01128
DB00231,DB00675,1,DB01331
DB01008,DB01264,0,DB01009
DB00661,DB00489,1,DB00419
DB00549,DB00433,1,DB00642
DB00623,DB00419,0,DB00836
DB00953,DB00503,0,DB00970
DB00669,DB00986,0,DB00717
DB00710,DB00631,0,DB01193
DB00591,DB00408,0,DB00316
DB00598,DB00813,1,DB00310
DB00468,DB01219,0,DB01221
DB00285,DB00186,1,DB01254
DB00967,DB00861,0,DB01211
DB00563,DB00973,1,DB00915
DB00445,DB01260,0,DB00642
DB01019,DB00962,0,DB00545
DB00602,DB00763,0,DB01085
DB01072,DB00257,1,DB00921
DB00182,DB00958,0,DB00740
DB00921,DB01079,0,DB01041
DB00445,DB00973,1,DB00970
DB00441,DB00514,0,DB00321
DB00571,DB00612,0,DB01267
DB00577,DB00393,0,DB00998
DB01156,DB00399,1,DB00441
DB00559,DB00450,0,DB00213
DB00492,DB00333,0,DB01053
DB00530,DB00829,1,DB00489
DB00991,DB00457,0,DB00215
DB00512,DB00402,1,DB00969
DB01033,DB00410,0,DB01059
DB00726,DB01406,0,DB00987
DB00722,DB01001,1,DB00656
DB00920,DB06700,0,DB00758
DB01233,DB00917,0,DB01001
DB00541,DB00178,1,DB01195
DB00445,DB00399,1,DB00906
DB00811,DB00496,0,DB00795
DB01115,DB00292,1,DB00455
DB00580,DB00199,1,DB00649
DB00279,DB01183,0,DB00307
DB00218,DB00958,1,DB00294
DB01082,DB00993,0,DB01589
DB00675,DB00296,0,DB00297
DB00808,DB01041,1,DB00480
DB00231,DB00445,1,DB01249
DB00181,DB00851,0,DB00353
DB00563,DB01072,1,DB00201
DB00741,DB00747,1,DB00210
DB00799,DB00987,0,DB00250
DB00861,DB00399,0,DB00669
DB01036,DB00178,1,DB00535
DB00993,DB01060,1,DB01267
DB00585,DB00747,0,DB00632
DB00529,DB00900,1,DB00917
DB01416,DB00712,0,DB00496
DB00602,DB00410,0,DB00798
DB00533,DB00485,1,DB00292
DB01193,DB01337,0,DB00544
DB00571,DB00262,1,DB00950
DB00633,DB00524,0,DB00196
DB00268,DB00284,1,DB00196
DB00231,DB00959,1,DB00543
DB00550,DB01183,0,DB00215
DB00698,DB00214,1,DB00833
DB00222,DB00242,0,DB00438
DB00580,DB01101,1,DB01337
DB00967,DB00584,1,DB01128
DB01032,DB00460,0,DB00227
DB00321,DB00565,0,DB00698
DB00709,DB00257,1,DB00512
DB00582,DB00193,0,DB00951
DB00545,DB00790,0,DB00570
DB00770,DB01047,0,DB01413
DB00571,DB00494,1,DB00861
DB00585,DB00404,1,DB01140
DB00531,DB02379,1,DB00280
DB01203,DB00401,0,DB00586
DB01095,DB00973,1,DB00621
DB01050,DB00446,1,DB00602
DB00413,DB00537,1,DB00523
DB00402,DB01037,1,DB00424
DB00623,DB00214,0,DB00294
DB00850,DB00818,0,DB00658
DB01197,DB00806,1,DB01083
DB00642,DB01127,0,DB00727
DB00482,DB00495,1,DB01263
DB00422,DB00188,1,DB00367
DB00842,DB00186,1,DB00799
DB00658,DB00460,0,DB00501
DB00746,DB00737,0,DB00565
DB01042,DB00393,0,DB00630
DB00363,DB00193,0,DB00633
DB00361,DB01216,0,DB01183
DB00642,DB00951,0,DB00136
DB00900,DB01232,1,DB01264
DB00966,DB00986,0,DB01240
DB00243,DB00194,0,DB00292
DB00953,DB00363,0,DB01069
DB00465,DB00745,1,DB00740
DB00544,DB00264,1,DB00404
DB00882,DB00915,0,DB00435
DB00552,DB00762,0,DB00991
DB00577,DB01023,1,DB00419
DB00802,DB01263,0,DB01082
DB00602,DB01238,0,DB00242
DB00563,DB00989,1,DB00262
DB00983,DB01006,0,DB00421
DB01009,DB00451,1,DB00222
DB00377,DB00435,0,DB00717
DB00996,DB00924,1,DB00740
DB00545,DB00214,1,DB00244
DB00557,DB00675,1,DB00292
DB01275,DB00967,0,DB00115
DB01009,DB00650,1,DB00238
DB00555,DB00359,0,DB00897
DB00419,DB00565,0,DB01183
DB00281,DB01105,0,DB00829
DB00631,DB00851,0,DB00370
DB01026,DB00822,0,DB00459
DB00916,DB01067,1,DB00543
DB00820,DB01126,1,DB00419
DB00323,DB00752,0,DB00242
DB01006,DB00227,1,DB05271
DB00343,DB00844,0,DB01053
DB00860,DB00808,1,DB00419
DB00268,DB00413,1,DB00543
DB00818,DB00448,1,DB00199
DB00960,DB00887,0,DB00632
DB00558,DB00938,0,DB00175
DB01059,DB00537,1,DB00960
DB01115,DB00529,0,DB00912
DB01210,DB00313,0,DB00327
DB00479,DB00850,0,DB00621
DB00180,DB01186,0,DB00960
DB00947,DB01216,0,DB01263
DB00713,DB00370,0,DB00196
DB01203,DB00762,0,DB01223
DB01026,DB00199,1,DB00482
DB00966,DB01016,1,DB00496
DB00958,DB00878,1,DB01009
DB00413,DB00722,1,DB00529
DB01069,DB00291,0,DB01072
DB01077,DB01211,1,DB00244
DB00284,DB00328,1,DB00762
DB00690,DB00448,1,DB01260
DB00674,DB00565,0,DB00622
DB00880,DB00209,0,DB00523
DB00920,DB00746,0,DB00794
DB00319,DB00186,1,DB01189
DB00450,DB00162,0,DB00519
DB00712,DB01001,1,DB00836
DB00310,DB00433,1,DB00209
DB00559,DB00468,1,DB01126
DB00683,DB00605,0,DB00857
DB00718,DB00916,0,DB01233
DB01068,DB00501,1,DB00673
DB00489,DB00622,1,DB00724
DB00220,DB00794,0,DB00879
DB00252,DB00861,0,DB00193
DB00882,DB00784,0,DB00512
DB01124,DB00652,0,DB00737
DB00270,DB00783,0,DB01210
DB01195,DB00370,1,DB00494
DB00889,DB00313,1,DB00585
DB01005,DB00188,0,DB00295
DB00591,DB00333,0,DB00842
DB01047,DB00496,0,DB00356
DB01217,DB00796,1,DB00203
DB00222,DB00632,0,DB00215
DB00257,DB01238,1,DB00844
DB01019,DB01149,0,DB01043
DB00208,DB01367,0,DB00205
DB01233,DB01623,1,DB01023
DB00393,DB00331,0,DB00421
DB01410,DB00451,1,DB00753
DB00465,DB00608,0,DB01059
DB01222,DB00480,1,DB00987
DB01233,DB00180,1,DB00359
DB01248,DB00650,1,DB00740
DB01181,DB00641,1,DB00770
DB00196,DB00690,1,DB00859
DB00669,DB01216,1,DB00450
DB00440,DB00468,1,DB00996
DB00889,DB00323,0,DB00370
DB00968,DB00844,0,DB00708
DB01241,DB00191,0,DB00503
DB00700,DB00503,0,DB00813
DB00346,DB00802,0,DB00621
DB01083,DB00987,0,DB00398
DB00422,DB00884,1,DB00672
DB01026,DB00413,1,DB00650
DB00213,DB00395,1,DB00180
DB00582,DB00284,1,DB00953
DB02300,DB01224,0,DB00443
DB01126,DB00863,1,DB00909
DB00889,DB00780,0,DB00998
DB00726,DB00822,0,DB00659
DB00379,DB01221,0,DB01006
DB00455,DB00924,1,DB00713
DB00869,DB00446,0,DB00484
DB01026,DB00489,0,DB00675
DB00530,DB00758,1,DB00330
DB00996,DB00535,1,DB01210
DB00410,DB00857,0,DB00874
DB00321,DB00413,1,DB00952
DB01156,DB00419,0,DB00292
DB00611,DB00938,0,DB01327
DB01197,DB01222,1,DB00243
DB00361,DB00457,0,DB00796
DB01077,DB00813,0,DB00650
DB00404,DB01022,1,DB00570
DB00889,DB01043,0,DB00869
DB01036,DB01085,1,DB00710
DB00353,DB01067,0,DB01241
DB00701,DB00334,0,DB00678
DB01085,DB00608,0,DB00328
DB00605,DB00421,1,DB00582
DB00537,DB00238,1,DB00270
DB00426,DB00864,1,DB01265
DB00780,DB00973,0,DB00390
DB00631,DB00136,0,DB01112
DB00243,DB00780,0,DB00356
DB00408,DB00296,0,DB00519
DB00624,DB00513,0,DB00417
DB01267,DB01241,0,DB00495
DB00795,DB00399,1,DB00586
DB00492,DB00270,0,DB01008
DB00200,DB00987,0,DB00746
DB00966,DB01023,1,DB00479
DB00602,DB00811,0,DB00496
DB01291,DB00904,1,DB00262
DB00398,DB00627,1,DB00632
DB00320,DB00257,0,DB00404
DB00558,DB01136,0,DB00153
DB00425,DB01219,1,DB01337
DB00672,DB00523,0,DB00216
DB00648,DB00598,0,DB00410
DB00690,DB00950,1,DB00514
DB01019,DB01263,0,DB00887
DB01240,DB00158,1,DB00555
DB00313,DB00448,1,DB00966
DB01186,DB00722,1,DB00795
DB01204,DB00701,0,DB00440
DB01129,DB00843,1,DB01001
DB01586,DB00451,1,DB01197
DB00545,DB01014,0,DB00214
DB00580,DB00252,1,DB00724
DB01137,DB00780,0,DB01248
DB00439,DB00433,0,DB01229
DB00999,DB00818,1,DB00542
DB00285,DB00460,0,DB00184
DB00749,DB00641,1,DB00917
DB01140,DB00153,0,DB01273
DB00238,DB01101,0,DB06700
DB00938,DB01043,1,DB01172
DB00718,DB00652,0,DB00468
DB01172,DB00708,0,DB01042
DB00802,DB00214,0,DB00153
DB00967,DB00622,0,DB00524
DB00953,DB00399,1,DB00631
DB00622,DB00215,1,DB00627
DB00199,DB00475,0,DB00537
DB00222,DB00158,1,DB02379
DB00601,DB00214,1,DB00280
DB01062,DB00332,1,DB01042
DB00697,DB02530,0,DB00402
DB00630,DB01117,1,DB00938
DB01189,DB00523,0,DB01062
DB00208,DB01020,1,DB00439
DB00535,DB00565,0,DB00884
DB00580,DB01047,0,DB01005
DB01076,DB01043,1,DB00460
DB00191,DB01022,0,DB00398
DB00962,DB00818,0,DB00316
DB00243,DB00672,0,DB00630
DB00459,DB00537,0,DB00897
DB06700,DB01020,0,DB00210
DB00697,DB01129,1,DB00248
DB00808,DB00316,1,DB00811
DB01036,DB00502,1,DB00684
DB00426,DB00861,0,DB00454
DB00658,DB00625,1,DB00181
DB00882,DB00986,0,DB00947
DB00425,DB00973,1,DB00794
DB00998,DB06151,0,DB00819
DB01203,DB00773,0,DB00889
DB00850,DB00717,0,DB00307
DB00549,DB00317,0,DB01137
DB00570,DB00451,1,DB00611
DB01586,DB01006,1,DB00740
DB00740,DB00675,0,DB00557
DB00351,DB00490,1,DB00216
DB00162,DB00570,0,DB01229
DB00714,DB00809,0,DB00198
DB00747,DB00264,1,DB00484
DB01050,DB01260,1,DB01623
DB02379,DB01069,1,DB01188
DB00519,DB01020,1,DB00540
DB00787,DB00745,1,DB00535
DB00231,DB01029,1,DB00402
DB00813,DB00499,1,DB01077
DB01142,DB01072,1,DB01143
DB00734,DB01041,1,DB00417
DB00671,DB00752,0,DB00361
DB00740,DB00813,1,DB01217
DB00448,DB00877,1,DB00470
DB01077,DB00277,0,DB00775
DB00989,DB00494,1,DB01110
DB00334,DB01110,1,DB01077
DB00268,DB00740,1,DB00220
DB00627,DB00950,1,DB00497
DB01249,DB00809,0,DB00700
DB00802,DB00622,0,DB01203
DB00374,DB00261,0,DB00584
DB00410,DB00603,0,DB00641
DB00883,DB00191,0,DB01156
DB00214,DB00668,1,DB00722
DB00275,DB01001,1,DB00468
DB00745,DB01043,1,DB00642
DB01039,DB00227,1,DB00843
DB00230,DB01068,1,DB01114
DB01242,DB00524,0,DB01204
DB00426,DB00883,0,DB00540
DB00252,DB00242,1,DB00523
DB00787,DB01273,1,DB00712
DB00204,DB00485,0,DB01210
DB00558,DB00435,0,DB00451
DB01223,DB00598,0,DB01589
DB00864,DB01595,1,DB00477
DB01009,DB00690,0,DB01413
DB01155,DB00496,0,DB00273
DB00316,DB00296,1,DB00564
DB01193,DB00465,0,DB05271
DB01020,DB00186,1,DB01101
DB01273,DB00683,0,DB00882
DB00182,DB00402,0,DB00633
DB01224,DB00958,1,DB01053
DB00727,DB00668,1,DB00851
DB00213,DB01048,1,DB01254
DB00373,DB01273,1,DB00861
DB00916,DB00753,1,DB00918
DB00575,DB01331,0,DB01611
DB00213,DB01203,1,DB00715
DB01623,DB00776,1,DB01193
DB00635,DB00552,1,DB01172
DB00836,DB01048,1,DB01242
DB00635,DB00531,1,DB01016
DB01204,DB01067,0,DB00860
DB00818,DB01217,0,DB00395
DB00250,DB00726,0,DB00783
DB01595,DB00695,1,DB00950
DB01005,DB00438,1,DB01026
DB00346,DB00879,0,DB00921
DB00991,DB00622,0,DB01059
DB00583,DB00305,0,DB00230
DB00443,DB00523,1,DB00635
DB00482,DB01117,1,DB01016
DB00363,DB01190,1,DB00538
DB01236,DB00698,0,DB00257
DB00742,DB01060,0,DB01029
DB00993,DB00278,0,DB00203
DB00472,DB00180,0,DB00612
DB00207,DB00538,0,DB01062
DB00635,DB01132,1,DB00220
DB00497,DB00199,1,DB00726
DB00798,DB00869,1,DB01260
DB00512,DB01216,1,DB00969
DB00698,DB01039,1,DB00880
DB00220,DB00186,1,DB00758
DB00674,DB01194,0,DB00291
DB00242,DB00683,0,DB00446
DB00531,DB00631,1,DB01589
DB00408,DB00480,0,DB00442
DB00658,DB01367,0,DB00806
DB00565,DB00433,0,DB00627
DB00199,DB01183,0,DB01416
DB00252,DB01050,1,DB02530
DB00440,DB00198,0,DB00906
DB00422,DB00451,1,DB00484
DB00341,DB00584,1,DB00324
DB00417,DB00361,0,DB00881
DB00787,DB00423,1,DB01223
DB00927,DB00749,1,DB00927
DB01212,DB00853,1,DB01006
DB01233,DB00950,1,DB00695
DB00441,DB00921,0,DB01194
DB01273,DB00722,1,DB00953
DB01151,DB01586,1,DB01041
DB00881,DB01022,0,DB00351
DB00445,DB00481,1,DB00499
DB01275,DB00401,0,DB01042
DB00374,DB00273,0,DB00181
DB00864,DB01136,1,DB00417
DB00417,DB01589,0,DB00341
DB00477,DB00191,0,DB01217
DB00690,DB00502,1,DB00529
DB00564,DB00332,1,DB00201
DB00472,DB00227,1,DB01019
DB00497,DB00331,1,DB00784
DB00545,DB01221,0,DB01238
DB00490,DB01105,0,DB00297
DB00853,DB00191,0,DB00601
DB00377,DB00199,0,DB00451
DB01327,DB00658,1,DB00211
DB00889,DB01069,1,DB00900
DB00205,DB00844,0,DB00454
DB00698,DB00570,0,DB01039
DB00860,DB01142,1,DB01045
DB01026,DB00950,1,DB00794
DB00182,DB00442,0,DB00605
DB00726,DB00970,0,DB00564
DB00413,DB01137,1,DB00201
DB01182,DB01188,0,DB00390
DB01249,DB01136,1,DB00724
