Drug1_ID,Drug2_ID,Y,Neg samples
DB00989,DB00175,1,DB00257
DB00346,DB00484,0,DB00231
DB00555,DB00722,1,DB00484
DB00787,DB00734,1,DB00291
DB00379,DB00501,0,DB00180
DB01030,DB00813,1,DB00540
DB01267,DB00724,0,DB00482
DB00492,DB00889,0,DB00918
DB01042,DB01233,0,DB01117
DB01215,DB00162,0,DB00451
DB00350,DB01241,0,DB00261
DB01151,DB00962,0,DB01110
DB01204,DB01263,0,DB00264
DB00633,DB01367,0,DB00343
DB00181,DB00222,1,DB01189
DB01240,DB00490,0,DB00860
DB01151,DB00227,0,DB01068
DB00970,DB01022,0,DB00945
DB00843,DB01367,1,DB00359
DB00361,DB00762,1,DB00712
DB00718,DB00261,0,DB01016
DB00158,DB01264,1,DB00752
DB01124,DB00746,0,DB01079
DB00315,DB00758,1,DB00390
DB00970,DB01043,0,DB00492
DB00704,DB01037,0,DB00590
DB01223,DB00281,1,DB00480
DB00280,DB00435,0,DB00953
DB00275,DB00231,1,DB00358
DB00261,DB00419,0,DB00624
DB00343,DB00757,1,DB00873
DB00537,DB00712,1,DB00501
DB01224,DB00495,1,DB00841
DB01045,DB01006,0,DB00552
DB00275,DB00586,1,DB00565
DB00186,DB00783,1,DB00900
DB01115,DB00882,0,DB00335
DB00182,DB00200,0,DB00740
DB01014,DB01260,0,DB00773
DB00543,DB00294,0,DB00934
DB00968,DB00270,0,DB00620
DB00557,DB00900,1,DB00494
DB00376,DB00584,1,DB01189
DB00211,DB00621,0,DB00243
DB00996,DB00186,1,DB00659
DB00973,DB00715,1,DB00712
DB00570,DB00605,0,DB00601
DB00920,DB01112,0,DB00962
DB01069,DB00632,0,DB00204
DB00710,DB01140,0,DB00538
DB00549,DB00780,0,DB00374
DB01085,DB00550,0,DB00945
DB00268,DB00177,1,DB00882
DB01203,DB00727,1,DB00608
DB01076,DB02379,1,DB01291
DB00575,DB00273,1,DB01037
DB01167,DB00281,1,DB00861
DB00633,DB06151,0,DB00292
DB00533,DB00374,0,DB00531
DB00966,DB00523,0,DB00710
DB00115,DB00584,1,DB01183
DB01127,DB00603,0,DB00421
DB00820,DB00484,0,DB00945
DB00410,DB00850,0,DB00959
DB01236,DB00741,1,DB00972
DB00861,DB00784,0,DB02530
DB00642,DB00417,0,DB01104
DB00398,DB00966,1,DB00861
DB01032,DB00850,0,DB00285
DB01193,DB00924,1,DB01210
DB01050,DB00175,1,DB00970
DB00321,DB00227,1,DB00683
DB00334,DB01067,1,DB00224
DB00295,DB00443,1,DB01181
DB00205,DB00351,1,DB01042
DB00742,DB00656,0,DB01236
DB01610,DB00722,1,DB00717
DB00417,DB01260,0,DB00710
DB00451,DB00632,1,DB00484
DB01413,DB00829,1,DB00224
DB00555,DB01085,1,DB00608
DB00798,DB00381,1,DB00379
DB01162,DB00460,0,DB00758
DB00710,DB00575,1,DB00897
DB00542,DB00261,0,DB01193
DB00624,DB00334,1,DB00361
DB00343,DB00549,1,DB00496
DB00945,DB01041,1,DB01009
DB00543,DB00794,0,DB01140
DB01127,DB00264,1,DB00972
DB00264,DB01183,1,DB00501
DB01203,DB01202,1,DB00454
DB01204,DB00393,0,DB00529
DB00307,DB00884,0,DB01079
DB01118,DB01045,1,DB00181
DB00455,DB00632,0,DB01101
DB00199,DB01001,1,DB00970
DB00580,DB00822,0,DB01079
DB00210,DB00162,0,DB00833
DB01128,DB00669,0,DB00627
DB00465,DB00264,1,DB00969
DB01118,DB01006,0,DB00492
DB00559,DB00205,0,DB01136
DB00275,DB01367,0,DB00379
DB01610,DB01242,0,DB00214
DB00410,DB00292,0,DB00181
DB00548,DB01016,0,DB00625
DB00503,DB00966,1,DB01029
DB01275,DB01045,0,DB00394
DB00537,DB01068,1,DB00524
DB00512,DB00468,1,DB01186
DB01095,DB00177,1,DB00461
DB00194,DB00813,1,DB01242
DB00195,DB00713,0,DB00741
DB00591,DB00316,1,DB01410
DB01212,DB00787,1,DB00700
DB01195,DB00470,1,DB00490
DB00920,DB01189,0,DB00277
DB01275,DB01044,0,DB00659
DB00439,DB01112,0,DB00678
DB00472,DB00818,1,DB00280
DB00458,DB00243,0,DB00873
DB01260,DB01069,1,DB00472
DB00649,DB00538,0,DB00909
DB00710,DB00421,1,DB00701
DB01030,DB00567,0,DB01202
DB00967,DB00590,1,DB00494
DB00947,DB00207,0,DB00338
DB01128,DB01610,0,DB00912
DB00502,DB00863,1,DB01589
DB01223,DB00485,0,DB01124
DB00580,DB00962,1,DB01045
DB01173,DB00404,1,DB00819
DB00136,DB00292,0,DB00972
DB00424,DB00196,1,DB00278
DB00356,DB01023,0,DB00423
DB00207,DB00451,1,DB00605
DB00987,DB00523,1,DB00671
DB00841,DB01136,1,DB00541
DB00297,DB00421,0,DB00859
DB00697,DB01026,0,DB00435
DB00742,DB00787,1,DB00519
DB00577,DB00833,1,DB00292
DB00297,DB00177,1,DB01044
DB00701,DB00421,0,DB00419
DB02379,DB00983,0,DB00196
DB00969,DB00695,1,DB00683
DB01048,DB00802,0,DB01020
DB01224,DB01202,1,DB00880
DB00804,DB00442,0,DB00257
DB01205,DB00605,0,DB00346
DB00330,DB01044,0,DB01020
DB01273,DB00715,1,DB01048
DB00353,DB00715,0,DB00635
DB01248,DB00671,0,DB00641
DB00201,DB00809,0,DB00489
DB01212,DB00975,1,DB00381
DB00355,DB00186,1,DB00746
DB00882,DB01140,0,DB00924
DB01224,DB01267,1,DB00959
DB00798,DB01216,1,DB00338
DB01248,DB00648,0,DB00585
DB00564,DB00538,1,DB01577
DB00806,DB00672,0,DB00199
DB00182,DB01609,0,DB01181
DB00275,DB00863,1,DB00700
DB00439,DB00543,0,DB01029
DB00873,DB01050,1,DB00307
DB01267,DB00481,0,DB00773
DB00714,DB00390,0,DB00841
DB00734,DB01260,0,DB00773
DB01205,DB01229,0,DB01083
DB00924,DB01067,1,DB00489
DB01240,DB00717,0,DB01221
DB00633,DB00897,0,DB01155
DB00455,DB00678,1,DB00339
DB00268,DB00915,1,DB01142
DB01036,DB00857,1,DB01053
DB00379,DB00175,1,DB01026
DB01053,DB01043,0,DB00623
DB00742,DB01060,0,DB01029
DB02379,DB00305,0,DB01124
DB00343,DB00328,1,DB00543
DB00393,DB01041,0,DB00658
DB00367,DB00421,1,DB00328
DB01197,DB00921,0,DB00493
DB00182,DB00972,0,DB00632
DB00295,DB01150,0,DB00586
DB01014,DB00565,0,DB00548
DB01156,DB00863,1,DB01195
DB01181,DB00214,0,DB00990
DB00563,DB01136,1,DB00201
DB00627,DB00741,1,DB00762
DB00393,DB00355,0,DB00261
DB00619,DB00404,1,DB00591
DB00860,DB01205,0,DB01410
DB00960,DB00402,0,DB00951
DB00182,DB00722,1,DB00853
DB00864,DB00950,1,DB00371
DB00338,DB00277,1,DB01039
DB00661,DB01059,1,DB01053
DB01149,DB00207,1,DB01008
DB00196,DB01232,1,DB01155
DB00201,DB00395,0,DB00904
DB00659,DB00912,0,DB01019
DB00341,DB01118,1,DB00459
DB01004,DB00493,1,DB00377
DB00623,DB01095,0,DB00734
DB00327,DB01222,1,DB00869
DB00492,DB01043,0,DB00180
DB00906,DB00317,0,DB00494
DB01047,DB00843,0,DB01181
DB00710,DB00537,1,DB00591
DB00966,DB00513,0,DB00324
DB00393,DB00545,0,DB00250
DB01032,DB00227,1,DB01586
DB00542,DB00285,1,DB01044
DB00959,DB05271,0,DB00784
DB00879,DB01110,0,DB00627
DB00627,DB00191,0,DB00535
DB01030,DB00809,0,DB00438
DB00379,DB01221,0,DB01006
DB00953,DB00307,0,DB00749
DB00537,DB00989,1,DB00216
DB00540,DB01151,0,DB01009
DB00458,DB00461,1,DB00499
DB00199,DB01110,1,DB00776
DB01241,DB00795,0,DB00338
DB01026,DB00548,0,DB01069
DB01115,DB01275,0,DB00458
DB01223,DB00780,0,DB00353
DB00201,DB00465,0,DB00806
DB00401,DB00460,0,DB01067
DB00277,DB01216,1,DB00811
DB00842,DB01186,1,DB00419
DB01085,DB00303,0,DB00557
DB00969,DB00395,1,DB00819
DB00822,DB00715,0,DB00367
DB01129,DB01210,1,DB01140
DB00968,DB00671,0,DB00475
DB00623,DB01367,0,DB00753
DB00341,DB00591,1,DB00417
DB00763,DB01008,0,DB01264
DB00531,DB00916,1,DB00332
DB02379,DB01095,0,DB00410
DB00624,DB04441,0,DB00193
DB00195,DB00850,0,DB00178
DB00533,DB01085,1,DB00591
DB00252,DB00809,0,DB00584
DB00481,DB00641,1,DB00986
DB00445,DB00158,1,DB01406
DB00635,DB00457,0,DB00909
DB01212,DB00776,1,DB00338
DB01167,DB01069,1,DB00763
DB01413,DB00620,1,DB00648
DB00960,DB00176,0,DB00983
DB00818,DB01181,0,DB00806
DB00363,DB00381,1,DB01193
DB00514,DB00641,0,DB00853
DB01173,DB00565,0,DB00718
DB01204,DB00603,0,DB00535
DB01362,DB00684,0,DB01041
DB00675,DB00565,0,DB00881
DB01053,DB01079,0,DB01137
DB00153,DB01188,1,DB00962
DB01127,DB00196,1,DB01204
DB00252,DB00379,1,DB00558
DB00668,DB00470,0,DB00862
DB00295,DB01241,1,DB00538
DB01053,DB01001,1,DB00737
DB00555,DB00724,0,DB00727
DB01217,DB01095,0,DB00623
DB00208,DB00470,0,DB01273
DB00563,DB00843,1,DB00494
DB00916,DB01189,0,DB01595
DB00222,DB00408,0,DB00402
DB00884,DB00758,1,DB01205
DB00213,DB00843,1,DB00445
DB00220,DB00668,0,DB00656
DB00497,DB00538,1,DB02530
DB00602,DB01183,0,DB00962
DB01337,DB00757,0,DB00351
DB00180,DB00650,0,DB01167
DB00204,DB00627,1,DB00379
DB00540,DB00218,1,DB00863
DB00425,DB01023,1,DB00529
DB00555,DB00649,1,DB00413
DB00193,DB01229,1,DB00878
DB00970,DB00543,0,DB00951
DB00990,DB00947,1,DB00993
DB01182,DB00695,1,DB00820
DB00962,DB00292,0,DB00649
DB00115,DB01229,1,DB01331
DB00701,DB00222,0,DB00460
DB00920,DB01181,0,DB00795
DB01291,DB00477,0,DB01264
DB01068,DB00878,1,DB00442
DB00970,DB00485,0,DB02300
DB00621,DB00465,0,DB00175
DB00742,DB01229,1,DB01077
DB00704,DB04441,0,DB01151
DB00794,DB02530,0,DB00330
DB01236,DB00860,1,DB01155
DB00162,DB00722,1,DB04441
DB00900,DB00503,1,DB00319
DB00999,DB01203,1,DB00381
DB00218,DB01129,1,DB00809
DB00990,DB00960,0,DB01367
DB01337,DB00897,0,DB00448
DB01140,DB00399,1,DB00975
DB01004,DB01219,0,DB00493
DB01026,DB01610,0,DB00734
DB00873,DB00393,0,DB00741
DB00194,DB04441,1,DB00602
DB00967,DB00802,0,DB00959
DB00355,DB00715,0,DB00268
DB00996,DB00285,1,DB01267
DB00775,DB00863,1,DB00567
DB00850,DB00575,1,DB00435
DB01095,DB00177,1,DB00798
DB00652,DB01044,0,DB00545
DB00889,DB00656,0,DB00215
DB00275,DB00967,1,DB00909
DB00373,DB00303,0,DB00552
DB01195,DB01076,1,DB00415
DB00798,DB00864,1,DB00550
DB00277,DB00186,1,DB01189
DB00986,DB00523,0,DB00697
DB01077,DB00887,0,DB00115
DB00612,DB00986,0,DB01586
DB01273,DB00158,1,DB01248
DB00201,DB00799,0,DB00990
DB00758,DB00972,1,DB00878
DB00204,DB00947,0,DB01068
DB00683,DB00605,0,DB00857
DB00548,DB00591,0,DB01082
DB01224,DB00514,0,DB00373
DB00472,DB01044,1,DB01037
DB00529,DB00861,0,DB00207
DB01260,DB00238,0,DB00459
DB00425,DB00622,1,DB00811
DB00371,DB01067,0,DB00718
DB00864,DB00459,1,DB01155
DB00582,DB00497,1,DB00990
DB00321,DB00741,1,DB01205
DB00426,DB00722,1,DB00605
DB00458,DB00285,1,DB00671
DB01197,DB00559,1,DB01173
DB00882,DB01623,0,DB00496
DB00555,DB00182,1,DB00987
DB00540,DB00537,1,DB01023
DB00209,DB00257,0,DB01183
DB00512,DB00162,0,DB00193
DB00822,DB06151,0,DB00485
DB00481,DB01188,0,DB01190
DB01118,DB00334,1,DB00593
DB00947,DB00749,0,DB01167
DB00211,DB01367,0,DB00363
DB00920,DB00533,1,DB00465
DB00218,DB00715,1,DB00818
DB00975,DB01016,1,DB00415
DB01047,DB00734,0,DB01413
DB00580,DB00749,1,DB00877
DB01291,DB01205,0,DB00783
DB00334,DB00650,1,DB01367
DB00243,DB00331,1,DB01193
DB00790,DB01023,1,DB01162
DB00316,DB00501,1,DB04441
DB00659,DB00468,0,DB01172
DB01149,DB00809,0,DB00153
DB01124,DB00859,0,DB00675
DB00601,DB00915,1,DB00752
DB00661,DB00912,1,DB01609
DB01337,DB01229,0,DB00421
DB00455,DB01623,0,DB00968
DB00763,DB00541,0,DB01016
DB00580,DB00708,0,DB00331
DB00683,DB00986,0,DB00916
DB00601,DB00482,1,DB00775
DB00996,DB01623,1,DB00460
DB00973,DB00331,1,DB00529
DB00630,DB00620,1,DB01189
DB00986,DB00776,0,DB00924
DB00991,DB01136,1,DB00222
DB00238,DB01367,0,DB01016
DB01416,DB00557,1,DB00698
DB00200,DB00632,0,DB00577
DB02300,DB00642,0,DB01172
DB00938,DB00296,0,DB01137
DB00571,DB00465,1,DB00864
DB00252,DB01044,1,DB00612
DB01623,DB00227,0,DB00565
DB00455,DB01050,1,DB00371
DB00802,DB00334,0,DB00559
DB00598,DB00850,0,DB00279
DB00363,DB00396,0,DB00996
DB00279,DB01068,1,DB00799
DB00945,DB00502,1,DB00394
DB00741,DB01406,1,DB00356
DB01413,DB00244,0,DB00627
DB00489,DB00281,0,DB00624
DB01004,DB00461,0,DB00631
DB01242,DB00897,1,DB00450
DB00559,DB00330,0,DB00921
DB00248,DB00999,1,DB00983
DB00621,DB00857,0,DB00250
DB01118,DB00279,1,DB01030
DB00701,DB02379,0,DB01006
DB00268,DB00292,0,DB00737
DB00465,DB00191,0,DB00485
DB00538,DB00656,0,DB00602
DB01151,DB00621,0,DB00176
DB01053,DB00176,0,DB00227
DB01076,DB01037,1,DB01079
DB00555,DB00623,1,DB00622
DB01019,DB00493,0,DB00188
DB00570,DB00238,1,DB00904
DB01128,DB00799,0,DB01595
DB01413,DB00678,1,DB00548
DB00920,DB00523,0,DB00950
DB00673,DB01062,1,DB00218
DB00808,DB00188,1,DB01162
DB00668,DB01367,0,DB00207
DB00295,DB01105,1,DB00671
DB00883,DB01210,0,DB00924
DB00413,DB01117,0,DB00864
DB00710,DB00490,1,DB00200
DB00341,DB00227,1,DB01077
DB00920,DB01151,0,DB00950
DB01149,DB01020,0,DB00698
DB00714,DB01189,0,DB00136
DB00377,DB01577,0,DB00881
DB00818,DB00584,1,DB01189
DB00195,DB00531,0,DB00641
DB00370,DB00513,0,DB00808
DB00674,DB00198,0,DB01273
DB00242,DB01254,0,DB00972
DB00952,DB00422,0,DB00672
DB00209,DB00451,1,DB00951
DB01413,DB00324,0,DB00864
DB00571,DB01097,1,DB00822
DB00602,DB01110,0,DB00859
DB01143,DB00264,1,DB04441
DB00533,DB01069,1,DB00752
DB01114,DB00794,0,DB00275
DB00465,DB00294,0,DB00916
DB00181,DB00567,1,DB00460
DB00358,DB00802,0,DB00470
DB00584,DB00317,1,DB00633
DB00654,DB00938,1,DB00435
DB00203,DB00296,0,DB01095
DB00658,DB00209,0,DB00863
DB00175,DB00216,1,DB00986
DB00709,DB00804,0,DB00718
DB00630,DB00460,1,DB00519
DB00601,DB01114,0,DB00332
DB00586,DB00481,1,DB00450
DB00612,DB00230,1,DB00238
DB00496,DB01142,0,DB00413
DB00338,DB01150,1,DB00924
DB00497,DB00501,1,DB00433
DB00496,DB01068,1,DB00608
DB00422,DB00115,1,DB00916
DB00701,DB00297,0,DB00191
DB01076,DB01072,1,DB00408
DB01273,DB01181,0,DB00195
DB00439,DB01232,0,DB01110
DB01416,DB01059,0,DB00334
DB00749,DB01069,1,DB00530
DB00633,DB00188,0,DB00324
DB00698,DB01008,0,DB00477
DB01039,DB00451,1,DB01082
DB00207,DB00593,0,DB00448
DB00558,DB00811,0,DB00757
DB01039,DB01142,1,DB01077
DB00398,DB00158,1,DB00763
DB00612,DB00654,1,DB00565
DB01193,DB00332,0,DB01110
DB00343,DB00484,1,DB00752
DB00268,DB01047,0,DB01042
DB01043,DB00737,1,DB00361
DB00811,DB00881,1,DB01143
DB00598,DB00465,1,DB01079
DB01212,DB00268,1,DB01291
DB00358,DB00402,0,DB00519
DB01045,DB00316,1,DB01151
DB00559,DB01069,1,DB01194
DB00864,DB00884,1,DB00373
DB00455,DB00193,1,DB00307
DB00359,DB00490,0,DB00582
DB01026,DB00408,0,DB00513
DB00620,DB00297,1,DB00714
DB00196,DB01097,1,DB00710
DB00809,DB00501,0,DB00619
DB00601,DB00708,1,DB00448
DB01273,DB00623,0,DB00459
DB00633,DB00975,0,DB00350
DB00211,DB01142,0,DB00410
DB00460,DB01043,0,DB01182
DB00542,DB00675,0,DB00952
DB00945,DB00327,1,DB00570
DB00889,DB05271,0,DB00501
DB00465,DB00207,1,DB00485
DB01233,DB00468,1,DB00796
DB00446,DB00215,0,DB01181
DB00969,DB00513,0,DB01291
DB01112,DB01069,1,DB00545
DB00757,DB02530,0,DB00989
DB00398,DB00904,1,DB00220
DB00882,DB01183,0,DB00950
DB00343,DB01097,1,DB00222
DB01004,DB01039,0,DB00917
DB00440,DB00602,0,DB00746
DB01085,DB00257,1,DB00622
DB00860,DB00502,1,DB00552
DB00540,DB00806,0,DB00549
DB01260,DB00468,1,DB00227
DB00678,DB01041,1,DB00361
DB00879,DB00947,0,DB00909
DB01240,DB00544,0,DB00402
DB00194,DB00916,1,DB00623
DB00307,DB00773,0,DB00973
DB00450,DB00784,0,DB01195
DB00548,DB00238,0,DB01263
DB00906,DB01610,0,DB00374
DB00993,DB00745,1,DB00833
DB00315,DB00320,0,DB01083
DB00853,DB00443,1,DB00310
DB00335,DB00973,1,DB01609
DB00176,DB01194,0,DB01242
DB00328,DB01029,1,DB01589
DB01273,DB00242,0,DB01197
DB01595,DB00641,1,DB00472
DB00633,DB00818,1,DB06700
DB00390,DB00857,1,DB00918
DB00193,DB01126,1,DB00495
DB00959,DB00541,1,DB00552
DB00426,DB00503,1,DB01037
DB00224,DB00499,0,DB00285
DB01260,DB05271,0,DB00950
DB01060,DB00356,0,DB00673
DB01115,DB00783,1,DB00294
DB01197,DB00503,1,DB00410
DB00973,DB00717,0,DB00681
DB00887,DB01609,1,DB01053
DB00459,DB00177,1,DB01623
DB00222,DB00567,1,DB00359
DB01097,DB00320,0,DB00158
DB00844,DB00379,0,DB00934
DB01172,DB00207,0,DB00180
DB01202,DB00752,0,DB00715
DB00585,DB00557,1,DB01143
DB00541,DB01029,1,DB00809
DB00996,DB01118,1,DB01189
DB01413,DB00869,1,DB00280
DB00874,DB00448,1,DB00953
DB00577,DB00292,0,DB01195
DB00945,DB01182,1,DB00395
DB00690,DB00320,0,DB01043
DB01048,DB01059,1,DB00224
DB00404,DB01067,1,DB00313
DB00790,DB01097,1,DB00317
DB00783,DB00421,1,DB00652
DB02379,DB00355,0,DB00717
DB00335,DB00603,1,DB00602
DB00230,DB00966,1,DB00278
DB00602,DB00413,0,DB00472
DB00741,DB00734,1,DB00938
DB00194,DB01577,0,DB00203
DB00802,DB01060,0,DB01082
DB00780,DB01132,0,DB00608
DB00590,DB01067,1,DB01586
DB00648,DB00740,0,DB01129
DB02379,DB00379,0,DB00850
DB00370,DB01254,0,DB00861
DB00531,DB01117,1,DB00419
DB01097,DB00795,1,DB00294
DB00338,DB01181,1,DB00339
DB00887,DB00950,1,DB00367
DB01197,DB00938,1,DB01117
DB00338,DB02530,1,DB00423
DB00477,DB06151,0,DB00635
DB00355,DB00773,0,DB01005
DB00162,DB01611,0,DB00367
DB01050,DB01216,1,DB00780
DB01149,DB00737,1,DB00668
DB00869,DB00186,1,DB00350
DB00353,DB04441,0,DB00533
DB00757,DB00585,0,DB00320
DB00454,DB01004,0,DB01217
DB00307,DB01229,1,DB00203
DB00612,DB01016,1,DB01609
DB00674,DB00332,0,DB00408
DB00627,DB00934,0,DB00552
DB01203,DB00408,0,DB00477
DB00297,DB00374,0,DB00484
DB00238,DB00986,0,DB01032
DB00543,DB00264,0,DB00570
DB06700,DB00558,0,DB00611
DB00377,DB00136,0,DB00395
DB00962,DB00783,1,DB00752
DB01236,DB01172,0,DB00335
DB00514,DB00672,0,DB00533
DB01048,DB00584,1,DB00550
DB01172,DB01050,0,DB01060
DB00669,DB00794,1,DB00742
DB00571,DB00612,0,DB01267
DB00424,DB00762,1,DB01005
DB00480,DB00421,1,DB00874
DB00811,DB00324,0,DB00188
DB00758,DB00584,1,DB00975
DB00402,DB00749,1,DB01416
DB00182,DB01202,0,DB00857
DB00635,DB01189,0,DB00519
DB01036,DB00475,0,DB00808
DB01033,DB00864,1,DB00958
DB00986,DB00758,1,DB01205
DB02300,DB00967,0,DB01189
DB00338,DB01005,1,DB02300
DB01173,DB00986,0,DB01267
DB01162,DB00575,1,DB00549
DB00204,DB00715,1,DB00819
DB00635,DB00334,1,DB01097
DB00270,DB00632,0,DB00479
DB00307,DB01610,0,DB00356
DB00860,DB00435,0,DB00196
DB00321,DB00502,1,DB00681
DB00648,DB01041,0,DB00950
DB00530,DB01044,0,DB01062
DB00697,DB00153,1,DB00419
DB00884,DB00794,1,DB04441
DB01019,DB00938,0,DB00230
DB00307,DB00465,0,DB00860
DB00533,DB01112,1,DB00713
DB01118,DB00475,0,DB00468
DB00492,DB00158,1,DB00966
DB01115,DB00669,1,DB00947
DB00580,DB00200,0,DB01128
DB01215,DB00806,1,DB01291
DB00704,DB00339,0,DB00294
DB01042,DB00377,0,DB00762
DB00350,DB01067,1,DB00884
DB00390,DB00446,1,DB00598
DB00335,DB00177,1,DB00958
DB00441,DB00475,0,DB01189
DB00631,DB00315,0,DB00413
DB01181,DB00632,0,DB00394
DB00641,DB00584,1,DB01254
DB00802,DB00656,0,DB01082
DB00564,DB00273,1,DB00268
DB00921,DB00784,0,DB00563
DB00395,DB01110,1,DB01182
DB01082,DB00379,0,DB01137
DB00231,DB00423,1,DB00177
DB01026,DB00668,0,DB00780
DB00398,DB00804,1,DB01267
DB01273,DB00423,1,DB00811
DB00303,DB01173,0,DB00297
DB01004,DB01050,0,DB01037
DB00577,DB01406,0,DB00339
DB01413,DB00555,1,DB00987
DB01132,DB01041,1,DB00495
DB01009,DB00565,1,DB01202
DB00844,DB01060,0,DB00396
DB00512,DB00333,1,DB00459
DB00371,DB00316,1,DB01623
DB00451,DB01194,1,DB00162
DB00180,DB01118,0,DB01216
