Drug1_ID,Drug2_ID,Y,Neg samples
DB00358,DB00438,0,DB03880
DB00687,DB01251,1,DB01200
DB01128,DB00238,0,DB00860
DB00583,DB00682,1,DB00199
DB00618,DB01060,1,DB00254
DB01053,DB01172,1,DB01063
DB00268,DB01219,1,DB00975
DB00945,DB01268,1,DB09210
DB00709,DB01195,0,DB01062
DB00563,DB01061,1,DB01200
DB00853,DB00333,0,DB02901
DB00700,DB00261,0,DB00376
DB00334,DB01120,1,DB00746
DB00564,DB06636,1,DB00771
DB01267,DB00356,0,DB01624
DB01045,DB08880,1,DB06813
DB00295,DB00611,1,DB00281
DB00136,DB00364,1,DB01087
DB00898,DB01100,1,DB01002
DB01168,DB04842,1,DB01437
DB01059,DB01072,0,DB01183
DB00630,DB00736,1,DB01319
DB00788,DB01275,1,DB00869
DB00388,DB00988,1,DB08864
DB01155,DB01362,0,DB08916
DB00328,DB01041,0,DB11248
DB00450,DB01560,1,DB00684
DB06636,DB09073,1,DB00550
DB01259,DB02703,1,DB00413
DB01053,DB05271,0,DB00950
DB00552,DB00220,0,DB00624
DB01048,DB01319,1,DB00842
DB00519,DB00243,0,DB00564
DB00193,DB01253,1,DB01047
DB05521,DB09118,1,DB02300
DB01048,DB01249,0,DB00520
DB00187,DB01001,1,DB00351
DB00358,DB00620,0,DB01009
DB01038,DB09042,1,DB00391
DB00007,DB00839,1,DB01594
DB00921,DB00242,0,DB01192
DB00309,DB00337,1,DB01064
DB00898,DB01067,1,DB08860
DB09072,DB09300,1,DB01150
DB00559,DB00908,1,DB09026
DB00867,DB00983,1,DB00254
DB00317,DB06603,1,DB00665
DB00818,DB01254,0,DB00754
DB00181,DB00790,0,DB01066
DB00652,DB01101,0,DB04339
DB00877,DB00912,1,DB09214
DB00706,DB08912,1,DB00355
DB00203,DB00705,1,DB00492
DB01155,DB00396,0,DB01024
DB00564,DB06603,1,DB00308
DB00794,DB09049,1,DB01048
DB08439,DB09065,1,DB00388
DB00220,DB00872,1,DB00606
DB00970,DB00887,0,DB00273
DB00328,DB06813,1,DB05015
DB00224,DB01624,1,DB00397
DB00559,DB06210,1,DB00671
DB00673,DB00624,0,DB00991
DB00627,DB00773,0,DB00610
DB00819,DB00917,0,DB00284
DB00188,DB00363,1,DB08820
DB00363,DB01068,1,DB00175
DB00649,DB00877,0,DB00334
DB00391,DB00502,1,DB00615
DB00414,DB01319,1,DB00398
DB00468,DB00887,1,DB00620
DB00909,DB09054,1,DB04938
DB00210,DB00262,0,DB00549
DB00631,DB00475,0,DB01262
DB00582,DB00710,0,DB01291
DB01172,DB00316,0,DB06287
DB01254,DB01268,1,DB00282
DB00220,DB04835,1,DB09072
DB00571,DB08896,1,DB00731
DB06717,DB09039,1,DB01607
DB00254,DB00607,1,DB00136
DB00775,DB00993,0,DB00353
DB01005,DB00328,0,DB08895
DB01380,DB05521,1,DB01233
DB01195,DB00373,0,DB00618
DB00864,DB06717,1,DB00794
DB00178,DB00877,1,DB00410
DB00619,DB01590,1,DB01357
DB06210,DB08826,1,DB00875
DB00470,DB00747,1,DB06274
DB01413,DB00374,0,DB08872
DB01380,DB04876,1,DB00910
DB00633,DB01126,0,DB00970
DB00343,DB04855,1,DB09477
DB00337,DB09063,1,DB00871
DB00513,DB00273,0,DB00688
DB00349,DB00898,1,DB01267
DB00898,DB06700,1,DB00963
DB00327,DB00774,1,DB01129
DB00300,DB00919,1,DB09050
DB00440,DB00881,1,DB01614
DB00969,DB00654,0,DB00643
DB00607,DB01418,1,DB01627
DB00897,DB00932,1,DB02659
DB00207,DB01590,1,DB00451
DB00959,DB00330,0,DB00547
DB01082,DB00999,0,DB01111
DB00897,DB00921,1,DB01601
DB00862,DB00673,0,DB00771
DB00704,DB00460,0,DB09055
DB00564,DB06218,1,DB00626
DB01221,DB00668,0,DB09064
DB00841,DB01193,1,DB01329
DB00285,DB05812,1,DB00952
DB00338,DB00630,1,DB00263
DB00175,DB01320,1,DB00993
DB00441,DB00413,0,DB00756
DB00860,DB01656,1,DB00668
DB00204,DB00968,0,DB00136
DB00839,DB00945,1,DB00689
DB00969,DB00820,0,DB04854
DB00204,DB00343,1,DB00415
DB00310,DB00468,1,DB00276
DB00623,DB09042,1,DB04845
DB00252,DB00290,1,DB01202
DB00552,DB00209,0,DB06730
DB01224,DB04924,1,DB00910
DB00497,DB04855,1,DB06414
DB00327,DB00421,1,DB01265
DB00199,DB06695,1,DB00696
DB00204,DB08912,1,DB00193
DB01045,DB01624,1,DB00376
DB00337,DB06589,1,DB00378
DB00341,DB00486,1,DB00757
DB00177,DB00703,1,DB00459
DB02300,DB00162,0,DB00391
DB00186,DB00921,1,DB05294
DB00746,DB00625,0,DB00759
DB00198,DB00796,0,DB00691
DB00410,DB00262,0,DB01610
DB00567,DB09268,1,DB06412
DB01327,DB00938,0,DB00688
DB04868,DB09074,1,DB00698
DB00782,DB09076,1,DB01073
DB00862,DB00465,0,DB06707
DB00512,DB00919,1,DB00844
DB00945,DB00998,0,DB00146
DB00223,DB09063,1,DB09143
DB00615,DB09071,1,DB00781
DB00353,DB00450,0,DB00388
DB01072,DB03880,1,DB00788
DB00775,DB00842,0,DB06699
DB00850,DB06603,1,DB09570
DB00248,DB00571,1,DB00186
DB00687,DB01320,1,DB00669
DB00952,DB00294,0,DB01192
DB00834,DB06413,1,DB00990
DB00205,DB01136,1,DB00502
DB00671,DB06696,1,DB01053
DB00897,DB02703,1,DB00875
DB00282,DB00448,1,DB00980
DB00745,DB00988,1,DB00302
DB01064,DB01274,1,DB00788
DB00775,DB06605,1,DB00596
DB00745,DB01211,1,DB01036
DB01005,DB00897,0,DB01357
DB00252,DB01030,1,DB09059
DB01198,DB01254,1,DB06825
DB00014,DB00808,1,DB01362
DB00959,DB05039,1,DB06590
DB00695,DB09220,1,DB00754
DB00470,DB04868,1,DB01601
DB00794,DB00916,1,DB00339
DB06290,DB09143,1,DB00928
DB00991,DB00317,0,DB09101
DB00413,DB00652,0,DB01326
DB01294,DB01418,1,DB00363
DB01143,DB01340,1,DB00869
DB01407,DB06413,1,DB01254
DB01254,DB06717,1,DB00440
DB00339,DB00593,0,DB01234
DB00187,DB00588,1,DB00620
DB00268,DB01156,1,DB00741
DB01033,DB00877,0,DB01224
DB00519,DB06287,1,DB00502
DB00619,DB00864,1,DB00948
DB00214,DB00216,0,DB00957
DB00624,DB06663,1,DB00923
DB01178,DB09097,1,DB00367
DB00997,DB01320,1,DB00987
DB01214,DB04855,1,DB00762
DB00757,DB00611,0,DB00213
DB00862,DB01018,1,DB00731
DB00700,DB00991,1,DB06335
DB00244,DB00859,0,DB00551
DB00486,DB01236,1,DB01606
DB00181,DB00921,1,DB08873
DB00739,DB00798,1,DB00346
DB00266,DB00806,1,DB08874
DB01238,DB00339,0,DB00700
DB00550,DB01150,0,DB00747
DB00281,DB08881,1,DB00421
DB00498,DB00957,1,DB00350
DB00361,DB01254,1,DB05521
DB00188,DB00501,1,DB01333
DB00468,DB01601,1,DB04908
DB00784,DB00261,0,DB00624
DB01015,DB01033,1,DB01288
DB01181,DB01143,0,DB01222
DB01263,DB01060,0,DB04272
DB00834,DB00921,1,DB03754
DB01413,DB01210,0,DB00491
DB00252,DB08930,1,DB00235
DB00709,DB01020,0,DB00999
DB00530,DB00214,0,DB00784
DB00714,DB00620,0,DB01357
DB01212,DB01221,0,DB00229
DB00582,DB01129,1,DB04817
DB00879,DB00281,0,DB00595
DB00227,DB01264,1,DB00695
DB00740,DB00291,0,DB00238
DB00996,DB00417,0,DB09070
DB00567,DB11248,1,DB01415
DB01418,DB06730,1,DB00613
DB00363,DB09072,1,DB01000
DB00717,DB09280,1,DB08871
DB00671,DB00668,0,DB09268
DB00814,DB01014,1,DB00921
DB01288,DB06707,1,DB08822
DB00704,DB00956,1,DB00352
DB01156,DB01362,0,DB00349
DB00853,DB00740,0,DB01036
DB00211,DB01331,0,DB00346
DB00747,DB01005,0,DB00214
DB00278,DB00227,0,DB08880
DB00619,DB09074,1,DB00452
DB00220,DB08881,1,DB00760
DB00014,DB01035,1,DB00230
DB00203,DB01101,1,DB01614
DB00450,DB09272,1,DB01183
DB00918,DB09065,1,DB00275
DB00224,DB01249,0,DB01511
DB06700,DB00717,0,DB09300
DB01041,DB06201,1,DB00618
DB01068,DB00291,0,DB00611
DB00414,DB06663,1,DB00798
DB01238,DB01259,1,DB00231
DB00970,DB00238,0,DB00603
DB06589,DB09039,1,DB09277
DB00496,DB00917,0,DB08916
DB00358,DB00450,0,DB00304
DB01021,DB01600,1,DB01198
DB01413,DB00806,0,DB01220
DB04839,DB08907,1,DB01627
DB00762,DB08895,1,DB00305
DB00213,DB09027,1,DB00343
DB00861,DB00884,0,DB09102
DB00969,DB00611,0,DB06603
DB00695,DB01143,1,DB00665
DB00450,DB01189,1,DB00988
DB00512,DB00353,0,DB01068
DB00503,DB01156,1,DB00836
DB00280,DB02901,1,DB00977
DB00816,DB00960,1,DB01014
DB00615,DB09063,1,DB00300
DB00880,DB01251,1,DB01291
DB00387,DB00496,1,DB00754
DB00390,DB00593,0,DB00977
DB00423,DB01017,1,DB01120
DB00460,DB00499,0,DB00739
DB01062,DB09272,1,DB00502
DB00757,DB01072,0,DB00850
DB00252,DB06201,1,DB01236
DB00448,DB01024,1,DB00818
DB00873,DB00605,0,DB06410
DB00850,DB00959,0,DB00666
DB01263,DB06636,1,DB01595
DB00586,DB01082,1,DB06201
DB00555,DB00798,0,DB00452
DB08875,DB08912,1,DB08822
DB09054,DB09073,1,DB09570
DB01203,DB08877,1,DB01267
DB00861,DB09053,1,DB00923
DB00681,DB00535,0,DB06274
DB00649,DB01410,0,DB00521
DB01201,DB09065,1,DB00811
DB00541,DB08873,1,DB00910
DB00412,DB00945,1,DB06274
DB00552,DB00332,0,DB01255
DB00204,DB00808,0,DB00276
DB00794,DB09291,1,DB01553
DB09026,DB09125,1,DB01221
DB00742,DB00955,1,DB00948
DB00652,DB01211,0,DB00599
DB00211,DB00397,1,DB09288
DB00381,DB00740,0,DB00563
DB00210,DB00951,0,DB00471
DB00819,DB01264,0,DB00485
DB00927,DB09027,1,DB08877
DB00196,DB06237,1,DB06412
DB01415,DB03615,1,DB01163
DB01222,DB01254,1,DB00035
DB00682,DB09065,1,DB00210
DB00220,DB06603,1,DB00332
DB01222,DB01232,1,DB00946
DB00181,DB00897,0,DB01214
DB05521,DB06603,1,DB00961
DB00415,DB00319,0,DB00520
DB00007,DB09038,1,DB00499
DB00388,DB09080,1,DB01267
DB01070,DB02300,1,DB01080
DB00623,DB01200,1,DB01294
DB00709,DB00373,0,DB00704
DB00583,DB00376,0,DB00651
DB00700,DB00196,0,DB11315
DB00388,DB00397,1,DB06262
DB01249,DB00333,0,DB00440
DB00717,DB01232,1,DB00775
DB04817,DB08877,1,DB00788
DB01195,DB00353,0,DB00918
DB00908,DB01319,1,DB00302
DB00175,DB01418,1,DB01195
DB00970,DB00652,0,DB09082
DB00586,DB00918,0,DB01603
DB00333,DB00391,1,DB00581
DB01070,DB01406,1,DB08822
DB00834,DB00956,1,DB00775
DB00559,DB01219,1,DB00746
DB00932,DB01609,1,DB09060
DB00578,DB00688,1,DB09211
DB00860,DB00864,1,DB01262
DB01410,DB00489,0,DB09286
DB00470,DB11315,1,DB06589
DB04861,DB09118,1,DB00438
DB01394,DB04908,1,DB01606
DB00492,DB01264,0,DB00872
DB00844,DB00328,0,DB01099
DB00619,DB01097,1,DB00277
DB00673,DB00687,1,DB00498
DB00415,DB00489,0,DB00767
DB00468,DB00682,1,DB06594
DB00970,DB00310,0,DB00776
DB01162,DB01392,1,DB01598
DB01224,DB01263,0,DB01255
DB01241,DB06218,1,DB00682
DB00695,DB00919,1,DB00795
DB00582,DB01254,1,DB00531
DB00818,DB00873,0,DB00358
DB00531,DB00999,1,DB01604
DB01234,DB09102,1,DB00311
DB01211,DB08895,1,DB06707
DB01036,DB00998,0,DB01602
DB00355,DB00494,0,DB01440
DB00794,DB06769,1,DB00784
DB00624,DB00162,0,DB00230
DB00695,DB06696,1,DB06262
DB05239,DB09054,1,DB09146
DB00524,DB06204,1,DB01595
DB00315,DB01023,0,DB01192
DB00203,DB00360,1,DB00767
DB00254,DB01603,1,DB00774
DB00014,DB09078,1,DB09272
DB00850,DB00205,0,DB00611
DB00318,DB05812,1,DB01137
DB00007,DB00757,1,DB00578
DB00862,DB00495,0,DB00996
DB00252,DB01198,1,DB00330
DB01045,DB09063,1,DB01553
DB00700,DB00951,0,DB00671
DB00633,DB00323,0,DB00796
DB01207,DB06700,1,DB01076
DB00244,DB01189,0,DB00537
DB00337,DB01177,1,DB11181
DB00535,DB00188,0,DB08880
DB00343,DB01392,1,DB00844
DB00196,DB01155,0,DB01586
DB01068,DB00917,0,DB00996
DB00794,DB01193,1,DB00933
DB00296,DB01609,1,DB00126
DB00976,DB00980,1,DB00643
DB00195,DB00745,0,DB00650
DB01060,DB00317,0,DB01042
DB00601,DB00917,0,DB06402
DB00322,DB08895,1,DB01255
DB01036,DB09063,1,DB00486
DB01210,DB00790,0,DB06201
DB00007,DB00710,1,DB09060
DB00492,DB00243,0,DB00853
DB00627,DB00376,0,DB08872
DB00368,DB01168,1,DB04910
DB00872,DB06212,1,DB00244
DB00280,DB01241,0,DB00731
DB00682,DB06441,1,DB00186
DB04574,DB08912,1,DB08911
DB00673,DB01394,1,DB01236
DB00567,DB00998,0,DB06196
DB00864,DB00991,1,DB01021
DB00301,DB01017,1,DB00973
DB00259,DB00396,1,DB09279
DB00668,DB01288,1,DB00740
DB01221,DB00881,0,DB01427
DB00300,DB09065,1,DB06795
DB00919,DB01009,1,DB00908
DB00519,DB01143,1,DB01294
DB00277,DB00763,1,DB00599
DB00851,DB00480,0,DB09050
DB00335,DB01235,1,DB04574
DB00714,DB05271,0,DB00146
DB00328,DB01203,1,DB00394
DB00224,DB09143,1,DB00563
DB00673,DB01023,0,DB09279
DB00983,DB00987,0,DB00229
DB00586,DB04865,1,DB00388
DB06695,DB08820,1,DB01399
DB00007,DB00188,1,DB00687
DB00862,DB01254,1,DB01030
DB00741,DB09063,1,DB01046
DB01016,DB06789,1,DB01254
DB00713,DB01181,0,DB01201
DB00007,DB00808,1,DB09146
DB01201,DB04855,1,DB00818
DB00281,DB00564,1,DB00448
DB00916,DB01024,1,DB09221
DB00280,DB00335,1,DB00459
DB00359,DB00784,0,DB00162
DB00175,DB00627,1,DB04861
DB00413,DB00700,0,DB00595
DB00898,DB01330,1,DB00158
DB00808,DB00315,0,DB00937
DB00275,DB00346,1,DB01397
DB01155,DB00482,0,DB06413
DB00196,DB00203,1,DB00229
DB01263,DB08899,1,DB01021
DB00806,DB00975,1,DB06292
DB00582,DB09101,1,DB00673
DB00631,DB01041,0,DB09291
DB00486,DB00996,1,DB01088
DB01136,DB06218,1,DB00730
DB00412,DB01229,1,DB00259
DB00906,DB00291,0,DB06441
DB00209,DB00625,0,DB00861
DB00210,DB00193,0,DB00650
DB01198,DB08912,1,DB00631
DB00205,DB00482,0,DB01162
DB01222,DB02703,1,DB09210
DB00323,DB09072,1,DB00207
DB00494,DB00339,0,DB01255
DB00404,DB01392,1,DB00790
DB00681,DB00278,0,DB01627
DB00501,DB00555,1,DB00593
DB00959,DB05521,1,DB00765
DB00414,DB09063,1,DB11256
DB00423,DB00956,1,DB09275
DB00220,DB00906,1,DB06795
DB00952,DB09042,1,DB04855
DB00951,DB00315,0,DB00391
DB00651,DB01594,1,DB06262
DB00224,DB04938,1,DB00153
DB00210,DB01041,0,DB01250
DB00222,DB00999,1,DB11110
DB00186,DB06282,1,DB00368
DB00277,DB01070,1,DB00384
DB00542,DB09292,1,DB00449
DB00921,DB01018,1,DB00316
DB00862,DB00238,0,DB01183
DB00295,DB05271,1,DB01218
DB00695,DB01320,1,DB00756
DB00873,DB00503,0,DB04831
DB00906,DB01041,1,DB01168
DB00300,DB00554,1,DB09214
DB00951,DB00684,0,DB05246
DB00763,DB00806,0,DB01198
DB01120,DB09128,1,DB01274
DB00448,DB01263,1,DB00951
DB00186,DB01100,1,DB00938
DB00007,DB00014,1,DB00591
DB00452,DB00833,1,DB00881
DB00956,DB01215,1,DB00743
DB00559,DB00877,1,DB01267
DB00359,DB00960,0,DB01150
DB00468,DB00960,1,DB00946
DB04924,DB11181,1,DB05015
DB01128,DB01117,0,DB06145
DB00361,DB01362,0,DB09211
DB00281,DB00673,1,DB00014
DB00806,DB00374,0,DB00557
DB00421,DB01192,1,DB04835
DB01082,DB01150,1,DB01120
DB00709,DB00775,0,DB01206
DB00449,DB00988,1,DB01284
DB00177,DB00903,1,DB09055
DB08916,DB09065,1,DB00955
DB01197,DB00315,0,DB00774
DB00790,DB01392,1,DB00567
DB00806,DB06700,1,DB01416
DB01251,DB09009,1,DB00381
DB00766,DB09268,1,DB01393
DB00601,DB00935,1,DB01005
DB01624,DB08873,1,DB04845
DB00358,DB05246,1,DB01063
DB01410,DB00565,0,DB01211
DB00530,DB00279,0,DB04865
DB00436,DB00794,1,DB00430
DB00625,DB00921,1,DB00581
DB00713,DB00795,0,DB06800
DB00391,DB00918,1,DB00969
DB00279,DB11093,1,DB01280
DB01023,DB01201,1,DB00884
DB00014,DB00440,1,DB01138
DB00318,DB00387,1,DB00654
DB00252,DB08907,1,DB01250
DB00512,DB01291,0,DB00007
DB00333,DB06702,1,DB00746
DB00210,DB00671,0,DB08903
DB01586,DB01029,0,DB00302
DB00196,DB00582,1,DB01558
DB00500,DB06228,1,DB04831
DB01215,DB00912,0,DB00491
DB00268,DB01215,0,DB09123
DB00502,DB00956,1,DB06769
DB08912,DB09073,1,DB01415
DB00181,DB00188,0,DB00378
DB00594,DB00790,1,DB05239
DB00220,DB00908,1,DB06402
DB00583,DB00513,0,DB08905
DB01406,DB00481,0,DB00851
DB00503,DB06212,1,DB09070
DB06414,DB08873,1,DB01440
DB00485,DB06335,1,DB03615
DB00333,DB08912,1,DB00919
DB00470,DB00872,1,DB00243
DB00714,DB00873,0,DB08875
DB00921,DB01126,0,DB06201
DB00619,DB01238,1,DB00953
DB00983,DB09082,1,DB00296
DB00790,DB05271,0,DB09271
DB00387,DB01224,1,DB00485
DB01004,DB00623,0,DB09277
DB00193,DB08873,1,DB09214
DB00398,DB01095,0,DB00550
DB01053,DB00887,0,DB00293
DB00590,DB09073,1,DB00594
DB06589,DB09118,1,DB00430
DB00497,DB09272,1,DB00441
DB00844,DB01017,1,DB00879
DB05521,DB09053,1,DB00273
DB00233,DB00790,1,DB06145
DB00387,DB00950,1,DB00535
DB00684,DB01605,1,DB00550
DB00014,DB00246,1,DB01393
DB05239,DB09073,1,DB07615
DB00452,DB00695,1,DB00351
DB00880,DB01128,0,DB01601
DB00374,DB09030,1,DB06218
DB00887,DB01235,1,DB08910
DB00214,DB01259,1,DB00277
DB00908,DB04861,1,DB00619
DB00203,DB00559,1,DB00554
DB00588,DB00816,1,DB00975
DB00544,DB01097,1,DB00332
DB00945,DB08976,1,DB00489
DB09030,DB09211,1,DB01046
DB00374,DB01162,1,DB00356
DB00503,DB00860,1,DB00838
DB00861,DB01016,0,DB06795
DB00903,DB01119,1,DB09039
DB00740,DB00806,0,DB01137
DB00966,DB00485,0,DB00554
DB01327,DB01362,0,DB01208
DB00178,DB01590,1,DB09221
DB00224,DB00277,0,DB06410
DB00328,DB06605,1,DB00933
DB01406,DB01041,0,DB00242
DB01172,DB01410,0,DB00918
DB00682,DB01163,1,DB09330
DB05521,DB09071,1,DB00302
DB00188,DB00736,1,DB01098
DB00625,DB09102,1,DB01234
DB00877,DB01656,1,DB00650
DB01210,DB00695,0,DB00471
DB00969,DB00158,0,DB00267
DB01136,DB09280,1,DB08439
DB00300,DB00718,1,DB00281
DB00875,DB00921,1,DB04855
DB00206,DB09097,1,DB00689
DB00391,DB01224,1,DB08932
DB00573,DB00974,1,DB00364
DB00211,DB00277,0,DB00361
DB01274,DB09059,1,DB01070
DB00862,DB01275,1,DB01393
DB00195,DB00512,0,DB04843
DB00552,DB01155,0,DB01033
DB01193,DB01255,1,DB00180
DB00976,DB08867,1,DB00688
DB01181,DB00603,0,DB01156
DB00390,DB08895,1,DB01413
DB00612,DB08896,1,DB01177
DB00559,DB00731,1,DB00130
DB00468,DB00590,1,DB00290
DB00713,DB01194,0,DB06176
DB00787,DB00489,0,DB01326
DB00731,DB01016,1,DB00282
DB00998,DB04842,1,DB00847
DB00252,DB00501,1,DB00889
DB00732,DB01427,1,DB00590
DB01624,DB06288,1,DB08871
DB00990,DB00210,0,DB00206
DB00990,DB00279,0,DB00660
DB00684,DB00903,1,DB00959
DB00359,DB00668,0,DB01357
DB00717,DB00946,1,DB01181
DB00718,DB00710,0,DB00917
DB00337,DB01232,1,DB00173
DB01609,DB06626,1,DB00867
DB00834,DB08895,1,DB05812
DB00220,DB01234,1,DB04924
DB00188,DB05812,1,DB01061
DB00227,DB00615,1,DB00547
DB00359,DB00294,0,DB00384
DB01064,DB01291,1,DB01413
DB00356,DB00717,0,DB00723
DB00956,DB09118,1,DB00115
DB00969,DB09063,1,DB00302
DB00359,DB01362,0,DB01406
DB01212,DB00355,0,DB09288
DB00281,DB00598,1,DB01219
DB00573,DB09053,1,DB00612
DB01156,DB00917,0,DB00957
DB00557,DB01560,1,DB00999
DB00651,DB01068,1,DB00294
DB01076,DB06207,1,DB00596
DB00410,DB01045,0,DB00820
DB00196,DB00199,1,DB01190
DB01238,DB08893,1,DB09026
DB05521,DB06702,1,DB01004
DB01327,DB09268,1,DB00935
DB01016,DB04339,1,DB00327
DB00196,DB00717,1,DB00303
DB00195,DB00207,0,DB00681
DB06717,DB08820,1,DB00950
DB00559,DB09123,1,DB00240
DB00952,DB00415,0,DB00624
DB00903,DB00955,1,DB01066
DB01023,DB00294,0,DB00254
DB09049,DB09065,1,DB03880
DB00775,DB01586,0,DB00281
DB00806,DB00968,1,DB00197
DB00668,DB01609,0,DB00628
DB00710,DB01053,0,DB00180
DB00204,DB00404,1,DB00768
DB06210,DB08931,1,DB00880
DB00861,DB00199,0,DB00906
DB00879,DB00399,0,DB00450
DB00900,DB01005,1,DB00909
DB01099,DB09257,1,DB02546
DB00641,DB01232,1,DB00007
DB00285,DB00554,1,DB06207
DB00816,DB01193,1,DB00596
DB00879,DB01059,0,DB06145
DB01067,DB04876,1,DB08896
DB00443,DB00671,0,DB01058
DB01263,DB00481,0,DB00499
DB06717,DB09073,1,DB00356
DB00619,DB01045,1,DB08897
DB01264,DB08907,1,DB00756
DB00615,DB06636,1,DB01222
DB01128,DB00938,0,DB00436
DB01203,DB01288,1,DB00745
DB00864,DB00932,1,DB00951
DB01082,DB01603,1,DB00280
DB04865,DB06228,1,DB00765
DB00121,DB00252,1,DB06213
DB00333,DB00409,1,DB01327
DB00351,DB00684,0,DB00750
DB00688,DB00916,1,DB00530
DB00181,DB00862,0,DB09064
DB00790,DB09125,1,DB01233
DB00584,DB00918,0,DB04910
DB00323,DB00714,1,DB00104
DB01155,DB00918,0,DB01590
DB00582,DB01166,1,DB06696
DB00615,DB01024,1,DB06196
DB00214,DB01340,1,DB00240
DB00351,DB00494,0,DB00846
DB00204,DB01254,1,DB01073
DB00945,DB00353,0,DB08916
DB00557,DB00625,1,DB00881
