Drug1_ID,Drug2_ID,Y,Neg samples
DB00482,DB00864,1,DB09123
DB01041,DB01189,1,DB00959
DB00877,DB08873,1,DB01614
DB00564,DB01259,1,DB01095
DB06700,DB00969,0,DB01214
DB01083,DB00319,0,DB01021
DB00765,DB09128,1,DB01331
DB01076,DB01232,1,DB00412
DB00853,DB01610,0,DB09275
DB00806,DB00887,1,DB04910
DB06290,DB08899,1,DB00376
DB00906,DB00784,0,DB04272
DB00475,DB00486,1,DB00864
DB00718,DB00330,0,DB01143
DB00214,DB01016,1,DB00316
DB00007,DB00412,1,DB06414
DB01406,DB04876,1,DB06696
DB00204,DB00983,1,DB01029
DB00417,DB01143,0,DB00798
DB00814,DB04865,1,DB00402
DB00203,DB09073,1,DB00450
DB00273,DB01238,1,DB00900
DB00503,DB08439,1,DB01208
DB00358,DB09118,1,DB00703
DB00213,DB00399,1,DB00255
DB00642,DB08895,1,DB08864
DB00991,DB00242,0,DB00820
DB01100,DB01156,1,DB04348
DB01042,DB00698,0,DB01100
DB01590,DB09063,1,DB04837
DB00181,DB09118,1,DB00535
DB00465,DB01172,1,DB01171
DB00374,DB06700,1,DB01394
DB01221,DB00678,0,DB00847
DB00266,DB00461,1,DB09277
DB00872,DB01590,1,DB01136
DB01224,DB08899,1,DB00730
DB00710,DB00199,0,DB09272
DB00498,DB00783,1,DB11181
DB00461,DB00513,0,DB00305
DB00323,DB01171,1,DB01100
DB00898,DB06204,1,DB00282
DB00696,DB08899,1,DB00296
DB00361,DB01126,0,DB00485
DB00607,DB04908,1,DB06777
DB00498,DB06789,1,DB00210
DB00391,DB00696,1,DB01415
DB00210,DB00960,0,DB05676
DB01236,DB00879,0,DB00806
DB00673,DB00557,0,DB08864
DB01033,DB00252,0,DB04842
DB00374,DB08822,1,DB00254
DB00844,DB06201,1,DB00650
DB00216,DB00367,0,DB09290
DB01030,DB00916,0,DB11110
DB00188,DB00296,1,DB00700
DB01212,DB00279,0,DB01194
DB00224,DB00211,0,DB01036
DB00684,DB01605,1,DB00550
DB01265,DB01263,0,DB06282
DB00945,DB09038,1,DB00595
DB00945,DB01418,1,DB01331
DB01416,DB00242,0,DB00328
DB01210,DB08976,1,DB00232
DB00193,DB00224,1,DB00754
DB00700,DB00820,1,DB01182
DB00565,DB01627,1,DB00853
DB00875,DB00918,1,DB06292
DB01238,DB06204,1,DB01326
DB00745,DB00834,1,DB04831
DB00864,DB01137,1,DB01185
DB00214,DB00586,1,DB00757
DB00860,DB06717,1,DB00397
DB00195,DB00859,0,DB00322
DB00277,DB04861,1,DB00757
DB00897,DB05521,1,DB01087
DB00358,DB00599,1,DB04839
DB00669,DB06144,1,DB00521
DB00204,DB06717,1,DB09292
DB06290,DB08864,1,DB00471
DB00322,DB00554,1,DB00669
DB01407,DB09080,1,DB09292
DB00470,DB00768,1,DB00795
DB00714,DB01068,0,DB05245
DB00968,DB06218,1,DB00267
DB00282,DB00338,1,DB00223
DB01132,DB09280,1,DB00373
DB01211,DB04835,1,DB06800
DB00763,DB00480,0,DB00262
DB02300,DB00359,0,DB01021
DB09065,DB09123,1,DB01010
DB00317,DB00682,1,DB01333
DB00966,DB09282,1,DB01331
DB00248,DB09009,1,DB00955
DB00794,DB00880,1,DB00328
DB00501,DB01418,1,DB01605
DB00384,DB09477,1,DB00360
DB01413,DB00356,0,DB00871
DB01128,DB00442,0,DB01033
DB00795,DB00717,0,DB06603
DB00710,DB00291,0,DB00843
DB00358,DB08916,1,DB00790
DB01017,DB08795,1,DB08794
DB00279,DB00328,0,DB01208
DB00404,DB01189,0,DB01193
DB06700,DB00983,0,DB00660
DB01212,DB00442,0,DB01392
DB00500,DB06695,1,DB01222
DB01045,DB00214,0,DB01221
DB00952,DB01254,0,DB08872
DB00641,DB01232,1,DB00007
DB00582,DB00839,1,DB01061
DB00519,DB00794,0,DB08864
DB01112,DB00499,0,DB00136
DB00358,DB00613,1,DB09220
DB00559,DB06589,1,DB00268
DB00700,DB01600,1,DB02546
DB00952,DB01238,1,DB00324
DB00398,DB00773,0,DB00278
DB01264,DB04876,1,DB01265
DB00493,DB01172,1,DB00783
DB00333,DB09042,1,DB04908
DB00798,DB01189,0,DB01413
DB00921,DB04844,1,DB00790
DB00623,DB00620,0,DB00482
DB00747,DB00465,0,DB00997
DB00976,DB09102,1,DB00428
DB00381,DB11093,1,DB00782
DB00861,DB00864,1,DB00006
DB00686,DB00946,1,DB09292
DB00908,DB01418,1,DB01197
DB00555,DB00195,0,DB00243
DB00633,DB01076,0,DB01106
DB00384,DB00876,1,DB00279
DB02703,DB09063,1,DB00808
DB01234,DB06176,1,DB09049
DB00700,DB08822,1,DB00571
DB00355,DB00396,0,DB06213
DB00615,DB04908,1,DB00451
DB01236,DB00413,0,DB01192
DB00862,DB00450,0,DB00838
DB00494,DB00765,1,DB01197
DB00741,DB09220,1,DB00267
DB00898,DB00945,1,DB00983
DB00314,DB00955,1,DB01018
DB00413,DB00798,0,DB08871
DB00531,DB00880,1,DB00842
DB01590,DB09073,1,DB00695
DB00654,DB01264,0,DB06228
DB00564,DB08896,1,DB00459
DB00359,DB00960,0,DB01150
DB00977,DB01120,1,DB08911
DB00976,DB09065,1,DB00787
DB00559,DB00682,1,DB00303
DB00492,DB00698,0,DB06663
DB00297,DB00279,0,DB00557
DB00394,DB00242,0,DB00304
DB00869,DB01117,0,DB01206
DB00374,DB09030,1,DB06218
DB00195,DB01197,0,DB00887
DB00784,DB00877,0,DB00565
DB00363,DB00450,1,DB00612
DB00193,DB01156,1,DB01255
DB00337,DB00724,1,DB00524
DB01100,DB06290,1,DB00524
DB00440,DB00317,0,DB00937
DB00413,DB00747,1,DB00342
DB00207,DB00374,0,DB09279
DB00296,DB01189,0,DB09570
DB01015,DB04876,1,DB00248
DB05521,DB06209,1,DB00774
DB00619,DB01072,1,DB00633
DB00880,DB01586,0,DB01068
DB01551,DB09220,1,DB08881
DB00309,DB05521,1,DB04835
DB01201,DB01624,1,DB09118
DB00367,DB01072,1,DB08875
DB01200,DB01267,1,DB09268
DB00363,DB01033,1,DB01202
DB00468,DB00692,1,DB00330
DB00668,DB00723,1,DB00768
DB00717,DB01189,0,DB00532
DB00834,DB06717,1,DB00586
DB00277,DB00601,1,DB09053
DB01140,DB01362,0,DB00722
DB00834,DB00956,1,DB00775
DB00642,DB00784,1,DB00360
DB00613,DB05015,1,DB01220
DB00990,DB00741,0,DB01232
DB00497,DB06290,1,DB00206
DB00268,DB00806,0,DB00163
DB00736,DB01066,1,DB08875
DB00798,DB00991,1,DB00338
DB00960,DB09282,1,DB01411
DB00136,DB01380,1,DB09183
DB01291,DB01112,0,DB01333
DB00374,DB01023,1,DB05039
DB00262,DB01150,0,DB06287
DB00771,DB01021,1,DB04837
DB00363,DB06288,1,DB09274
DB00512,DB01172,1,DB06663
DB00277,DB03880,1,DB00611
DB04865,DB06695,1,DB01212
DB00728,DB06696,1,DB00572
DB00446,DB00864,1,DB01048
DB00323,DB01072,0,DB01193
DB00211,DB00438,0,DB05676
DB00207,DB00317,0,DB00897
DB01072,DB06589,1,DB04348
DB00501,DB06589,1,DB08896
DB00493,DB00177,0,DB01036
DB00268,DB00917,0,DB06605
DB00706,DB09065,1,DB00662
DB00461,DB00465,1,DB00871
DB00479,DB01112,0,DB00919
DB00417,DB00684,0,DB00404
DB00177,DB00742,1,DB09257
DB00180,DB00917,0,DB01586
DB00243,DB00582,1,DB01206
DB00502,DB09042,1,DB00293
DB00243,DB00975,0,DB00993
DB00452,DB01607,1,DB00349
DB00295,DB00496,1,DB00669
DB00333,DB00486,1,DB04843
DB00188,DB08881,1,DB00290
DB01254,DB06603,1,DB01236
DB00945,DB01210,0,DB01609
DB00808,DB00854,1,DB00900
DB00461,DB01203,1,DB00267
DB00211,DB01194,0,DB01326
DB01083,DB00494,0,DB00448
DB00443,DB01656,1,DB00343
DB00252,DB06145,1,DB08822
DB01098,DB01393,1,DB01340
DB00489,DB01119,1,DB09300
DB00619,DB01218,1,DB00384
DB00695,DB00945,1,DB08874
DB01601,DB09227,1,DB00706
DB00196,DB08875,1,DB00246
DB00417,DB00381,0,DB01256
DB00673,DB01036,1,DB06176
DB03880,DB06290,1,DB00612
DB02300,DB01194,0,DB00979
DB00927,DB01319,1,DB11248
DB00468,DB00470,1,DB00806
DB00906,DB01181,0,DB09570
DB00787,DB01155,0,DB09477
DB01235,DB01320,1,DB06335
DB00497,DB00956,1,DB08903
DB00381,DB06207,1,DB01041
DB00798,DB00917,0,DB01182
DB01014,DB01101,0,DB00747
DB00248,DB01416,0,DB00460
DB00497,DB06290,1,DB01046
DB00338,DB00363,1,DB00764
DB00763,DB00442,0,DB00918
DB00493,DB00220,0,DB05521
DB00452,DB00630,1,DB01603
DB00220,DB08931,1,DB00839
DB00718,DB01020,0,DB00938
DB06290,DB08820,1,DB00397
DB00709,DB00535,0,DB00997
DB00387,DB00782,1,DB00246
DB00790,DB00877,1,DB00210
DB00794,DB09027,1,DB00705
DB02300,DB01155,0,DB01418
DB00294,DB00414,1,DB06282
DB00557,DB00768,1,DB00480
DB00512,DB00991,1,DB06825
DB00625,DB01166,1,DB01112
DB00391,DB01624,1,DB00353
DB00196,DB08895,1,DB01189
DB01416,DB00317,0,DB01260
DB00535,DB01418,1,DB01030
DB00014,DB09082,1,DB01053
DB01029,DB06212,1,DB01327
DB01267,DB00900,0,DB00620
DB00285,DB06290,1,DB00660
DB00503,DB01264,1,DB00681
DB04938,DB09054,1,DB00165
DB00921,DB01095,0,DB00492
DB00519,DB01045,0,DB00623
DB00316,DB00619,1,DB06695
DB00706,DB01203,1,DB01126
DB00346,DB04861,1,DB06145
DB00310,DB00565,0,DB08875
DB00503,DB02703,1,DB00338
DB01030,DB01211,1,DB06237
DB00252,DB01018,1,DB00935
DB01264,DB08903,1,DB00554
DB00875,DB09076,1,DB01427
DB00475,DB01392,1,DB00285
DB01236,DB00844,0,DB00130
DB00343,DB00367,0,DB01255
DB00681,DB00198,0,DB06213
DB00898,DB01198,1,DB09125
DB00918,DB00976,1,DB00700
DB00206,DB01168,1,DB01067
DB01016,DB04339,1,DB00327
DB01413,DB00376,0,DB11110
DB00903,DB01120,1,DB01206
DB00682,DB01551,1,DB01265
DB00296,DB01238,0,DB06287
DB00211,DB00343,1,DB09330
DB00193,DB01263,1,DB01410
DB00199,DB00333,0,DB09080
DB00310,DB00494,0,DB09055
DB00153,DB00315,0,DB01021
DB00275,DB01189,0,DB00496
DB00872,DB01023,1,DB06209
DB00552,DB01073,1,DB01586
DB01195,DB00512,0,DB06813
DB00211,DB00584,0,DB00300
DB00841,DB00158,0,DB00136
DB00007,DB00188,1,DB00687
DB00204,DB01610,0,DB00421
DB00475,DB00921,1,DB08910
DB01220,DB05521,1,DB00586
DB00220,DB00499,1,DB00424
DB00806,DB01150,0,DB00121
DB00162,DB00356,0,DB01601
DB00204,DB00652,0,DB09166
DB01265,DB00136,0,DB01045
DB00338,DB09280,1,DB00549
DB00839,DB09214,1,DB00776
DB00654,DB00278,0,DB00684
DB01232,DB08439,1,DB01586
DB00317,DB00615,1,DB01380
DB00976,DB06212,1,DB00977
DB00633,DB00860,0,DB06825
DB00853,DB00317,0,DB08896
DB00898,DB08872,1,DB01393
DB00153,DB00682,1,DB01560
DB00519,DB00220,0,DB06209
DB00282,DB00554,1,DB00235
DB00230,DB00765,1,DB00764
DB09026,DB09280,1,DB09271
DB01200,DB09054,1,DB00520
DB00486,DB00897,1,DB00696
DB00740,DB00481,0,DB01168
DB00819,DB00852,1,DB00530
DB00531,DB01083,0,DB01197
DB00842,DB00746,0,DB00923
DB01136,DB00291,0,DB00619
DB00460,DB00586,1,DB02901
DB01098,DB08873,1,DB01129
DB00162,DB01589,0,DB00468
DB00573,DB01207,1,DB00854
DB00730,DB01611,1,DB04946
DB00584,DB00513,0,DB00730
DB00794,DB08916,1,DB01120
DB00285,DB01267,1,DB00956
DB00358,DB00496,0,DB00854
DB00363,DB05812,1,DB01330
DB00280,DB00938,0,DB09053
DB01238,DB09065,1,DB01065
DB00302,DB00367,1,DB00869
DB00953,DB00530,0,DB01035
DB00583,DB01005,0,DB00373
DB00187,DB00571,1,DB08893
DB01291,DB00611,0,DB00686
DB00181,DB09300,1,DB01413
DB00519,DB01137,0,DB00909
DB00977,DB01251,1,DB00441
DB00220,DB08873,1,DB01014
DB01033,DB01418,1,DB06659
DB09330,DB09401,1,DB01327
DB00906,DB00619,0,DB01268
DB00687,DB00887,1,DB00873
DB00343,DB02703,1,DB06204
DB00851,DB00297,0,DB00769
DB00618,DB01000,1,DB00334
DB01197,DB02300,0,DB01220
DB00993,DB01162,0,DB01627
DB00860,DB05521,1,DB01198
DB00584,DB09292,1,DB00337
DB00327,DB00278,0,DB01413
DB00266,DB01357,1,DB00765
DB00798,DB01415,1,DB01117
DB00441,DB01005,0,DB08916
DB01418,DB08976,1,DB00327
DB00080,DB00227,1,DB01440
DB00387,DB00486,1,DB02659
DB00104,DB00537,1,DB01296
DB00945,DB00210,0,DB09030
DB00266,DB01416,1,DB09401
DB00035,DB08976,1,DB09064
DB00441,DB04817,1,DB00328
DB01291,DB00513,0,DB01294
DB00350,DB00862,1,DB00006
DB00787,DB00278,0,DB06201
DB01005,DB01097,1,DB00836
DB00590,DB00794,1,DB01016
DB01236,DB00261,0,DB04837
DB00277,DB00842,1,DB04908
DB01162,DB01392,1,DB01598
DB01215,DB01150,0,DB08932
DB00343,DB00997,1,DB00452
DB00224,DB01232,1,DB00255
DB00635,DB09065,1,DB00610
DB00450,DB00918,1,DB01024
DB00625,DB01023,1,DB09220
DB06287,DB06717,1,DB06210
DB00355,DB00470,0,DB01234
DB01656,DB06772,1,DB00006
DB00559,DB06145,1,DB01364
DB00334,DB09042,1,DB00884
DB00555,DB00319,0,DB04868
DB00559,DB01045,1,DB00007
DB00204,DB08903,1,DB09076
DB00216,DB04868,1,DB01413
DB01251,DB04868,1,DB01614
DB01609,DB09101,1,DB09289
DB00969,DB00820,0,DB04854
DB00524,DB01119,1,DB06707
DB00327,DB00774,1,DB01129
DB00794,DB06228,1,DB01220
DB00186,DB00277,1,DB00218
DB01072,DB04855,1,DB00537
DB00623,DB01410,0,DB08897
DB00620,DB00945,1,DB05294
DB00199,DB00908,1,DB00969
DB00519,DB00465,0,DB00783
DB00220,DB01020,1,DB00842
DB00557,DB08893,1,DB01264
DB00983,DB00843,0,DB04865
DB00410,DB01014,0,DB00605
DB01136,DB01392,1,DB00350
DB00625,DB01320,1,DB00235
DB00900,DB00881,0,DB00551
DB00723,DB00961,1,DB01010
DB00605,DB00642,1,DB00423
DB01265,DB00841,0,DB00787
DB00714,DB00317,0,DB00921
DB00278,DB00315,0,DB00763
DB00295,DB09280,1,DB00282
DB06290,DB09053,1,DB00308
DB00246,DB00956,1,DB01280
DB00363,DB00794,1,DB00485
DB04845,DB08912,1,DB00704
DB00327,DB01406,0,DB01259
DB01247,DB01267,1,DB00352
DB00210,DB00193,0,DB00650
DB00841,DB00717,0,DB01106
DB00230,DB00358,1,DB00596
DB08889,DB09280,1,DB08932
DB00266,DB01017,1,DB00723
DB00396,DB01238,0,DB00222
DB00445,DB00524,0,DB00773
DB00220,DB06772,1,DB00452
DB01211,DB09063,1,DB04843
DB01264,DB08901,1,DB00437
DB00887,DB01551,1,DB00304
DB00635,DB01211,1,DB00590
DB00887,DB00367,0,DB00130
DB00582,DB00625,1,DB09076
DB01076,DB01609,1,DB00794
DB00718,DB00906,0,DB00229
DB00620,DB01601,1,DB00350
DB00444,DB00673,1,DB00438
DB01249,DB00162,0,DB08864
DB00601,DB01171,1,DB01280
DB00252,DB00470,1,DB00303
DB00199,DB09053,1,DB00552
DB00341,DB00921,1,DB00220
DB02300,DB00970,0,DB00769
DB00328,DB00864,1,DB01130
DB00104,DB01203,1,DB00764
DB05294,DB06695,1,DB01604
DB00853,DB00740,0,DB01036
DB00204,DB01609,0,DB02901
DB00652,DB00303,0,DB01621
DB00300,DB00577,1,DB01333
DB00341,DB01181,0,DB00291
DB00460,DB00320,0,DB09275
DB00264,DB01156,1,DB06176
DB00328,DB04272,1,DB05271
DB00564,DB08820,1,DB00767
DB01097,DB08910,1,DB00739
DB08820,DB08932,1,DB09292
DB00415,DB00684,1,DB02300
DB01238,DB09477,1,DB01414
DB00654,DB00960,0,DB00332
DB01009,DB00153,0,DB09290
DB00555,DB09123,1,DB00521
DB08912,DB09128,1,DB00300
DB01020,DB09054,1,DB01129
DB01413,DB00153,0,DB00489
DB00563,DB00317,0,DB00445
DB00908,DB09049,1,DB00162
DB00409,DB01255,1,DB09295
DB00035,DB00443,1,DB09063
DB00745,DB00988,1,DB00302
DB00181,DB00188,0,DB00378
DB00181,DB00327,1,DB00578
DB00784,DB04865,1,DB01171
DB01263,DB05521,1,DB01053
DB00460,DB05271,0,DB00759
DB01609,DB04839,1,DB06441
DB00682,DB00898,1,DB01030
DB00495,DB00811,1,DB00268
DB00559,DB00351,0,DB06228
DB06237,DB09282,1,DB04339
DB00673,DB01241,0,DB09211
DB00983,DB01236,1,DB00713
DB00703,DB00945,1,DB00207
DB00759,DB01605,1,DB03880
DB00557,DB01017,1,DB08889
DB06700,DB01203,0,DB09101
DB00564,DB01264,1,DB09125
DB00275,DB00862,1,DB00955
DB00623,DB00843,1,DB00776
DB00879,DB01129,0,DB00643
DB00649,DB00811,1,DB00742
DB00612,DB01235,1,DB00296
DB00220,DB00448,1,DB00766
DB00740,DB00461,0,DB00238
DB00956,DB01267,1,DB01251
DB00976,DB01215,1,DB00397
DB00309,DB00872,1,DB08875
DB00530,DB09063,1,DB00912
DB00784,DB00333,0,DB04911
DB00968,DB01048,0,DB01224
DB00450,DB01192,1,DB01329
DB00338,DB01254,1,DB00537
DB00571,DB06218,1,DB00520
DB00244,DB00296,0,DB00493
DB00282,DB00749,1,DB01436
DB00231,DB00651,1,DB01586
DB00205,DB00242,0,DB00400
DB00035,DB00620,1,DB00442
DB00254,DB01061,1,DB00630
DB00320,DB00872,1,DB01393
DB00864,DB01380,1,DB01068
DB01004,DB00211,0,DB00678
DB00470,DB00497,1,DB00461
DB00594,DB00864,1,DB00999
DB01232,DB06616,1,DB01068
DB00573,DB01254,1,DB02300
DB00248,DB00714,0,DB00897
DB00177,DB00500,1,DB00746
DB00628,DB02703,1,DB00795
DB00468,DB00673,1,DB01219
DB01197,DB00873,0,DB00987
DB00500,DB01275,1,DB00255
DB00252,DB08930,1,DB06781
DB01224,DB09073,1,DB00388
DB00218,DB00714,0,DB11181
DB00277,DB00723,1,DB09030
DB00555,DB00898,1,DB00335
DB00355,DB00897,0,DB01221
DB00816,DB01551,1,DB00730
DB01201,DB06708,1,DB01437
DB00206,DB00862,1,DB01218
DB00277,DB06290,1,DB00910
DB01249,DB00376,0,DB08864
DB00204,DB02546,1,DB00703
DB00206,DB01359,1,DB09227
DB00252,DB00363,1,DB00839
DB02300,DB00285,0,DB00294
DB01212,DB01406,0,DB00357
DB00628,DB09054,1,DB04835
DB01320,DB05521,1,DB00449
DB00394,DB01136,0,DB01182
DB00337,DB00976,1,DB00765
DB00706,DB01609,1,DB09119
DB00879,DB01265,0,DB00828
DB00338,DB00884,1,DB00450
DB00988,DB01364,1,DB00465
DB00475,DB00877,0,DB04854
DB01212,DB00879,0,DB01065
DB00652,DB00209,0,DB01236
DB00814,DB06695,1,DB08872
DB00607,DB09291,1,DB00130
DB01275,DB05271,0,DB09330
DB00214,DB00917,0,DB06218
DB00953,DB01194,0,DB00739
DB00180,DB09118,1,DB09320
DB01106,DB06201,1,DB09059
DB06636,DB09063,1,DB01359
DB00224,DB00687,1,DB01407
DB04348,DB08880,1,DB01410
DB00625,DB01150,0,DB01045
DB00211,DB00489,1,DB01399
DB00437,DB01021,1,DB01427
DB00736,DB00884,1,DB00991
DB00775,DB00652,0,DB09076
DB00423,DB01017,1,DB01120
DB00624,DB06663,1,DB00923
DB00277,DB01288,1,DB00684
DB00204,DB00588,1,DB01147
DB00544,DB01155,0,DB09030
DB00612,DB00330,0,DB01415
DB01331,DB01418,1,DB00651
DB00762,DB01254,1,DB01163
DB00273,DB00341,1,DB01274
DB01233,DB00740,0,DB04817
DB01201,DB09049,1,DB00350
DB01331,DB01254,0,DB08896
DB04855,DB04861,1,DB00186
DB01264,DB01590,1,DB00448
DB00396,DB00498,1,DB00933
DB00410,DB00714,0,DB06826
DB00278,DB00524,0,DB00373
DB00953,DB01614,1,DB00763
DB00897,DB00339,0,DB06707
DB00227,DB00266,1,DB00921
DB00266,DB00485,1,DB01427
DB00541,DB01211,1,DB04938
DB00615,DB06176,1,DB00757
DB00209,DB00625,0,DB00861
DB00884,DB00955,1,DB00180
DB00710,DB00955,1,DB01238
DB01082,DB00441,0,DB00903
DB00722,DB09026,1,DB00303
DB00624,DB00668,0,DB01119
DB00187,DB00297,1,DB00438
DB00410,DB00717,0,DB01320
DB00768,DB00898,1,DB01602
DB01267,DB00470,0,DB06292
DB00988,DB01001,1,DB00872
DB00956,DB09128,1,DB01407
DB05521,DB06414,1,DB00694
DB00559,DB01181,1,DB01073
DB00773,DB00333,0,DB06211
DB00912,DB04876,1,DB00991
DB00531,DB00997,1,DB01251
DB00633,DB00794,1,DB00560
DB01275,DB00671,0,DB06412
DB00319,DB00136,0,DB01112
DB00794,DB00860,1,DB01156
DB01600,DB08794,1,DB00570
DB00341,DB01267,0,DB09038
DB00607,DB09102,1,DB00740
DB00794,DB01340,1,DB00361
DB00450,DB00199,0,DB00979
DB00412,DB00440,1,DB09063
DB09053,DB09054,1,DB00345
DB00731,DB01251,1,DB01165
DB00368,DB00935,1,DB06772
DB01249,DB00784,0,DB00841
DB01168,DB01618,1,DB09061
DB00373,DB00449,1,DB00586
DB00790,DB00481,0,DB01604
DB00333,DB00601,1,DB05015
DB00559,DB00565,0,DB08822
DB00651,DB01193,1,DB01072
DB01265,DB00296,0,DB06616
DB00204,DB01001,1,DB01256
DB00976,DB09074,1,DB04839
DB00211,DB00692,1,DB00267
DB01082,DB00353,0,DB00613
DB00320,DB00889,1,DB01095
DB00195,DB04839,1,DB00918
DB00224,DB00448,1,DB00259
DB00353,DB01083,0,DB08826
DB00210,DB00808,0,DB00586
DB00387,DB11181,1,DB01111
DB01016,DB01120,1,DB00387
DB00864,DB09082,1,DB01066
DB00884,DB01129,1,DB01364
DB01210,DB01155,0,DB04817
DB00243,DB00252,1,DB00465
DB00230,DB00956,1,DB00779
DB01038,DB09042,1,DB00391
DB00651,DB00983,1,DB08903
DB01193,DB01274,1,DB00739
DB00503,DB06414,1,DB00945
DB00224,DB00285,0,DB00694
DB01076,DB00550,0,DB00703
DB00175,DB01211,1,DB09274
DB01059,DB00470,0,DB08931
DB00618,DB01607,1,DB00242
DB00449,DB00590,1,DB00452
DB00757,DB00991,0,DB09143
DB00181,DB08872,1,DB00204
DB00722,DB06212,1,DB01251
DB00497,DB08873,1,DB01333
DB00889,DB00261,0,DB00959
DB00564,DB04845,1,DB06699
DB00788,DB01014,1,DB00188
DB01254,DB06441,1,DB00388
DB00604,DB00932,1,DB00705
DB00180,DB00162,0,DB00764
DB00297,DB00603,0,DB04842
DB00897,DB01264,0,DB00991
DB00252,DB06228,1,DB00784
DB00652,DB00740,0,DB09119
DB00497,DB00880,1,DB00921
DB01072,DB06616,1,DB00811
DB00243,DB00211,0,DB06825
DB00610,DB06413,1,DB09401
DB00252,DB09291,1,DB00955
DB00869,DB00317,0,DB00698
DB00872,DB09065,1,DB00808
DB01320,DB01418,1,DB00205
DB00315,DB01063,1,DB08905
DB00332,DB00470,0,DB04918
DB00945,DB01600,1,DB01220
DB00468,DB01601,1,DB04908
DB00213,DB01189,0,DB01138
DB00619,DB00136,0,DB06594
DB00695,DB01320,1,DB00756
DB00686,DB00814,1,DB00460
DB00745,DB01609,1,DB01380
DB00262,DB01095,0,DB01553
DB00285,DB00623,1,DB00909
DB00682,DB01563,1,DB00277
DB01238,DB08893,1,DB09026
DB00376,DB01041,0,DB09061
DB00199,DB05521,1,DB08881
DB00355,DB01610,0,DB00979
DB00932,DB01319,1,DB09053
DB00880,DB09220,1,DB00360
DB00567,DB01117,0,DB00900
DB01265,DB00332,0,DB00223
DB06603,DB09118,1,DB00788
DB00224,DB01263,0,DB00963
DB00414,DB01067,1,DB09072
DB00195,DB00975,1,DB00665
DB00765,DB00921,1,DB09082
DB00872,DB06626,1,DB01437
DB00293,DB04817,1,DB00669
DB00502,DB09272,1,DB08916
DB00775,DB00630,0,DB00342
DB00932,DB05521,1,DB01177
DB00623,DB01264,0,DB01088
DB00178,DB00877,1,DB00410
DB00319,DB03615,1,DB00605
DB00582,DB01067,1,DB00591
DB05294,DB06589,1,DB00248
DB00277,DB00918,0,DB08911
DB00317,DB08820,1,DB00421
DB01236,DB00535,0,DB00007
DB00475,DB00188,0,DB00263
DB00216,DB00850,1,DB00470
DB00355,DB00565,0,DB00440
DB00860,DB01249,0,DB00601
DB00277,DB00451,1,DB00714
DB00970,DB00356,0,DB04911
DB00014,DB09078,1,DB09272
DB00007,DB00261,1,DB00923
DB00877,DB09477,1,DB00952
DB00177,DB01023,1,DB01380
DB01232,DB09071,1,DB00640
DB00976,DB01254,1,DB00461
DB01416,DB00513,0,DB01624
DB00762,DB00864,1,DB09275
DB00850,DB00918,0,DB11256
DB00884,DB01263,1,DB00847
DB00186,DB09300,1,DB06786
DB01201,DB08932,1,DB00731
DB00997,DB01268,1,DB01206
DB00252,DB00316,1,DB01128
DB00564,DB01014,0,DB09125
DB00468,DB01211,1,DB01224
DB01201,DB09027,1,DB06696
DB08820,DB09073,1,DB01059
DB00623,DB00746,0,DB00104
DB01162,DB00859,0,DB06825
