Drug1_ID,Drug2_ID,Y,Neg samples
DB00482,DB00261,0,DB00578
DB00798,DB00903,1,DB01018
DB01073,DB01656,1,DB01362
DB00390,DB00482,1,DB08880
DB01229,DB00496,0,DB01263
DB06700,DB00199,0,DB00203
DB00281,DB01210,1,DB01586
DB00871,DB00945,1,DB05246
DB00713,DB00654,0,DB00397
DB00080,DB00641,1,DB00957
DB00423,DB06201,1,DB00252
DB06616,DB09039,1,DB05245
DB00387,DB00808,1,DB01073
DB00794,DB06292,1,DB06696
DB00346,DB00880,1,DB00557
DB00374,DB06441,1,DB09227
DB00285,DB00582,1,DB00381
DB00816,DB06413,1,DB01221
DB00904,DB00998,1,DB00852
DB00440,DB00714,0,DB00590
DB01656,DB08899,1,DB00492
DB00686,DB06700,1,DB00448
DB00794,DB08816,1,DB09279
DB00687,DB08873,1,DB01076
DB00203,DB09054,1,DB00776
DB01235,DB08941,1,DB00520
DB01030,DB01222,0,DB00773
DB00700,DB00960,0,DB08439
DB00358,DB00320,0,DB11110
DB00285,DB01249,0,DB00710
DB00277,DB00983,1,DB09082
DB00669,DB01224,1,DB01280
DB00186,DB01236,1,DB00855
DB00440,DB08899,1,DB00316
DB01195,DB00513,0,DB00986
DB00303,DB00374,0,DB01047
DB01088,DB01418,1,DB01218
DB08907,DB09123,1,DB08875
DB01072,DB06684,1,DB00783
DB00367,DB00459,1,DB11126
DB00415,DB00950,0,DB01189
DB01015,DB01033,1,DB01288
DB06290,DB09063,1,DB00229
DB00007,DB01035,1,DB01023
DB05239,DB09118,1,DB09214
DB00317,DB01609,1,DB00322
DB00960,DB00951,0,DB01010
DB00391,DB00765,1,DB06696
DB00460,DB00618,1,DB00542
DB00668,DB01264,0,DB00833
DB00564,DB00582,1,DB00836
DB00277,DB00801,1,DB00694
DB01203,DB00361,0,DB00130
DB00975,DB08916,1,DB09256
DB00210,DB00320,0,DB01418
DB00373,DB01097,0,DB01414
DB00404,DB01264,1,DB00666
DB01410,DB00749,0,DB01235
DB00960,DB08895,1,DB01332
DB00590,DB06290,1,DB08930
DB01418,DB08912,1,DB01249
DB01267,DB06201,1,DB06402
DB00248,DB01203,1,DB04817
DB01021,DB01200,1,DB01082
DB01140,DB00220,0,DB00308
DB00969,DB01072,1,DB11248
DB00705,DB09053,1,DB01150
DB01059,DB00324,0,DB00814
DB00554,DB01014,1,DB06626
DB00450,DB00535,0,DB01171
DB00323,DB01041,1,DB01059
DB01586,DB00593,0,DB00482
DB01201,DB06212,1,DB00227
DB00285,DB06288,1,DB01326
DB00615,DB08873,1,DB01247
DB00564,DB00705,1,DB00795
DB01264,DB01411,1,DB00273
DB00243,DB04908,1,DB01275
DB00465,DB00861,1,DB01197
DB00552,DB08895,1,DB00723
DB00747,DB01229,0,DB00281
DB00330,DB00773,0,DB00703
DB00468,DB01359,1,DB06287
DB01194,DB01232,1,DB01329
DB00631,DB01029,0,DB08868
DB00844,DB00999,1,DB00244
DB01001,DB00859,0,DB00310
DB01263,DB06287,1,DB00573
DB00273,DB09072,1,DB00692
DB01320,DB06218,1,DB00491
DB00203,DB01015,1,DB00746
DB01136,DB09065,1,DB09042
DB00318,DB09291,1,DB03619
DB00355,DB01595,0,DB00471
DB00242,DB00641,0,DB00262
DB01100,DB08820,1,DB01610
DB00227,DB00243,1,DB01392
DB01340,DB06196,1,DB01586
DB01215,DB00297,0,DB00694
DB00582,DB06702,1,DB04831
DB01120,DB04946,1,DB06414
DB00898,DB01171,1,DB09236
DB00916,DB00324,0,DB01168
DB04817,DB05015,1,DB00718
DB00605,DB01207,1,DB06288
DB00035,DB00749,1,DB00904
DB00301,DB01082,1,DB00273
DB00564,DB04845,1,DB06699
DB00932,DB01600,1,DB00255
DB00763,DB00806,0,DB01198
DB00956,DB01192,1,DB09288
DB00631,DB00198,0,DB08905
DB01241,DB01362,0,DB00494
DB00582,DB01215,1,DB00876
DB05294,DB06589,1,DB00248
DB00991,DB00619,0,DB00586
DB00450,DB00889,0,DB00935
DB00206,DB00794,1,DB00970
DB00437,DB00808,1,DB06637
DB00285,DB01182,1,DB09214
DB01042,DB01095,0,DB08868
DB00615,DB00741,1,DB06292
DB00884,DB00374,0,DB00446
DB01263,DB08877,1,DB01362
DB00641,DB03880,1,DB09271
DB01211,DB01609,0,DB00399
DB00794,DB06636,1,DB06145
DB00243,DB00162,0,DB06402
DB00623,DB01062,0,DB09256
DB00625,DB00957,1,DB09214
DB00705,DB00997,1,DB00451
DB00500,DB09295,1,DB04918
DB00850,DB01233,1,DB01139
DB00296,DB05812,1,DB09214
DB01048,DB00987,0,DB00554
DB00359,DB00912,1,DB01184
DB01005,DB04817,1,DB06527
DB01234,DB01254,1,DB06594
DB00682,DB01333,1,DB00968
DB01327,DB00499,0,DB00285
DB00415,DB00966,0,DB00492
DB01410,DB00468,0,DB00642
DB00601,DB00619,0,DB00652
DB01053,DB01172,1,DB01063
DB00682,DB01326,1,DB06402
DB00322,DB08439,1,DB08794
DB00035,DB00861,1,DB01206
DB00775,DB00887,0,DB09143
DB00282,DB00338,1,DB00223
DB01021,DB09076,1,DB06402
DB00684,DB01600,1,DB01155
DB00500,DB04272,1,DB00641
DB05521,DB08867,1,DB00513
DB01229,DB01254,1,DB01332
DB00884,DB00960,0,DB00461
DB00390,DB08873,1,DB00946
DB00687,DB00794,1,DB00295
DB00320,DB00391,1,DB09211
DB00281,DB00571,1,DB01198
DB01394,DB06636,1,DB00220
DB00790,DB00593,0,DB00694
DB00232,DB00816,1,DB00935
DB00175,DB00625,1,DB00618
DB00618,DB01000,1,DB00334
DB00252,DB01249,0,DB00963
DB00296,DB00537,1,DB00596
DB00209,DB00297,0,DB00635
DB01045,DB08875,1,DB00524
DB01009,DB00376,0,DB00986
DB00682,DB06700,1,DB00557
DB00218,DB00673,0,DB00766
DB00388,DB00961,1,DB06207
DB00635,DB00682,1,DB00293
DB00180,DB00564,1,DB00968
DB00501,DB09128,1,DB00999
DB00794,DB00880,1,DB00328
DB01362,DB00451,0,DB00197
DB00277,DB00988,1,DB09039
DB00624,DB00749,0,DB09320
DB00887,DB00955,1,DB00220
DB06700,DB00355,0,DB00623
DB00860,DB01609,1,DB00373
DB01296,DB06441,1,DB00832
DB00841,DB06413,1,DB01166
DB01001,DB00442,0,DB09065
DB00834,DB08875,1,DB00318
DB01590,DB01656,1,DB00277
DB00280,DB04861,1,DB01427
DB00872,DB09143,1,DB00744
DB00220,DB00404,0,DB09220
DB00266,DB00573,1,DB01168
DB00623,DB09042,1,DB04845
DB00177,DB00374,1,DB06176
DB00953,DB01178,1,DB00607
DB01212,DB00278,0,DB08901
DB01082,DB01150,0,DB05245
DB06402,DB09268,1,DB00975
DB01082,DB01172,0,DB05039
DB01045,DB01624,1,DB00376
DB00204,DB01189,1,DB00233
DB00794,DB04845,1,DB00625
DB00188,DB01087,1,DB00979
DB00213,DB01072,1,DB00980
DB00436,DB00687,1,DB09054
DB00177,DB01224,1,DB00240
DB00266,DB01263,1,DB00871
DB00248,DB00391,1,DB00301
DB04946,DB05812,1,DB11110
DB00864,DB00333,0,DB01558
DB00450,DB00909,0,DB00163
DB00198,DB00619,0,DB01250
DB01263,DB09039,1,DB00839
DB00649,DB01267,0,DB00320
DB00358,DB01087,1,DB00916
DB00193,DB01560,1,DB06707
DB00956,DB04908,1,DB00969
DB00867,DB06707,1,DB06695
DB00555,DB00969,0,DB00620
DB00014,DB00358,1,DB00739
DB00841,DB00503,0,DB01333
DB00181,DB00652,1,DB00601
DB00819,DB00991,0,DB01046
DB00413,DB00475,0,DB00449
DB00898,DB06702,1,DB05294
DB01095,DB01394,1,DB08868
DB00343,DB01609,1,DB01183
DB00243,DB01229,1,DB01280
DB01215,DB00367,0,DB01601
DB00887,DB00499,0,DB01195
DB01211,DB08820,1,DB01087
DB00493,DB00227,0,DB00771
DB00181,DB00195,0,DB00974
DB00199,DB00277,1,DB00625
DB00999,DB09282,1,DB09055
DB00204,DB00214,1,DB00640
DB00206,DB00696,1,DB00412
DB01195,DB01319,1,DB00692
DB00273,DB00557,1,DB01166
DB00686,DB01166,1,DB00235
DB00177,DB01210,1,DB09320
DB00363,DB00238,0,DB01202
DB01212,DB00623,0,DB01393
DB00722,DB01235,1,DB01399
DB06290,DB06702,1,DB09060
DB00486,DB01624,1,DB01083
DB00224,DB06626,1,DB00630
DB00945,DB01406,0,DB00324
DB00334,DB00998,1,DB05271
DB00448,DB00291,0,DB04861
DB00945,DB00988,1,DB00837
DB00798,DB01600,1,DB09295
DB01062,DB09076,1,DB01120
DB01018,DB08895,1,DB00745
DB00489,DB00319,0,DB00665
DB00374,DB09118,1,DB06699
DB00410,DB00278,0,DB09080
DB01018,DB09118,1,DB01260
DB00295,DB00470,1,DB01061
DB00627,DB06335,1,DB00438
DB00970,DB00493,0,DB09072
DB00714,DB01267,0,DB00314
DB00214,DB00611,1,DB09119
DB00615,DB01211,1,DB04574
DB00402,DB00917,0,DB01392
DB00007,DB00346,1,DB01407
DB00713,DB01183,0,DB09220
DB00983,DB01236,1,DB06237
DB00210,DB01611,0,DB00338
DB00898,DB00956,1,DB06480
DB00633,DB00794,1,DB00560
DB01215,DB01189,0,DB00988
DB00559,DB04574,1,DB00197
DB00319,DB01117,0,DB09102
DB00493,DB00671,0,DB01415
DB00224,DB01181,0,DB04574
DB00277,DB03880,1,DB00611
DB00623,DB00773,0,DB00557
DB01140,DB01406,0,DB00631
DB00318,DB00999,1,DB00438
DB01247,DB06288,1,DB05109
DB00956,DB01609,1,DB08992
DB00461,DB01189,0,DB00207
DB00502,DB00586,1,DB08822
DB01171,DB01618,1,DB01294
DB00409,DB01247,1,DB00480
DB00740,DB00671,0,DB00456
DB00310,DB00806,1,DB00999
DB00945,DB06700,1,DB09209
DB00651,DB01407,1,DB05239
DB00927,DB01183,0,DB01296
DB01275,DB00623,0,DB00360
DB00578,DB01082,1,DB09211
DB01120,DB01268,1,DB00262
DB04868,DB04876,1,DB00491
DB00806,DB01238,0,DB06413
DB00583,DB00850,0,DB01275
DB01595,DB06201,1,DB01259
DB00607,DB00884,1,DB09049
DB00465,DB00784,1,DB06791
DB00338,DB01166,1,DB08871
DB05246,DB08912,1,DB06637
DB00565,DB03615,1,DB05676
DB00530,DB00762,1,DB01260
DB00485,DB00339,0,DB01251
DB00398,DB01263,1,DB01602
DB01100,DB08873,1,DB00494
DB00214,DB00482,1,DB09209
DB00765,DB01041,1,DB01602
DB00776,DB00446,0,DB09221
DB01087,DB09065,1,DB04837
DB01558,DB09072,1,DB00278
DB00867,DB00988,1,DB00337
DB00332,DB01171,1,DB00360
DB00493,DB00333,0,DB08895
DB00932,DB06684,1,DB04855
DB00623,DB06700,1,DB00549
DB00762,DB09291,1,DB00293
DB01440,DB06204,1,DB02901
DB00559,DB00682,1,DB00303
DB00280,DB08907,1,DB01220
DB09076,DB09290,1,DB08794
DB00952,DB00741,0,DB06769
DB00567,DB00216,0,DB04339
DB00530,DB01254,1,DB00627
DB00557,DB00611,1,DB00643
DB01416,DB00808,0,DB09289
DB00210,DB00938,0,DB00736
DB00482,DB09295,1,DB00446
DB01595,DB00717,0,DB00007
DB00394,DB00470,0,DB00358
DB00864,DB01222,1,DB06237
DB00495,DB00188,0,DB01610
DB00991,DB01610,0,DB05271
DB01140,DB00535,0,DB00380
DB00358,DB00652,0,DB06290
DB00220,DB01023,1,DB00981
DB00196,DB01222,1,DB00318
DB00404,DB01041,1,DB00923
DB01172,DB00355,0,DB01511
DB00470,DB01219,1,DB00927
DB00438,DB00479,1,DB09214
DB00479,DB01029,0,DB06287
DB00181,DB00611,1,DB00798
DB00485,DB01418,1,DB01604
DB00889,DB01610,0,DB00513
DB01212,DB00513,0,DB00169
DB01247,DB08893,1,DB09257
DB00912,DB00976,1,DB01219
DB00449,DB00816,1,DB00035
DB00557,DB00906,1,DB00951
DB00486,DB04946,1,DB00346
DB00757,DB00461,0,DB00766
DB00682,DB01232,1,DB00203
DB00732,DB00741,1,DB00714
DB01020,DB01181,0,DB01268
DB01219,DB08820,1,DB09009
DB00519,DB00513,0,DB00912
DB00612,DB00917,0,DB09102
DB00262,DB00291,0,DB00544
DB00853,DB00953,0,DB09275
DB00374,DB00571,1,DB01218
DB00332,DB00397,1,DB01294
DB00224,DB09054,1,DB00718
DB00204,DB01001,1,DB01256
DB00687,DB01264,1,DB06826
DB01410,DB01194,0,DB06730
DB00243,DB00836,1,DB01033
DB00836,DB01181,0,DB00834
DB00266,DB01137,1,DB00246
DB00350,DB01215,0,DB06825
DB00841,DB01128,0,DB00767
DB00227,DB00872,1,DB00903
DB00230,DB00550,0,DB00631
DB00565,DB01627,1,DB00853
DB00224,DB09049,1,DB00582
DB00850,DB01253,1,DB01224
DB01041,DB09071,1,DB00969
DB00794,DB09053,1,DB00499
DB01172,DB00844,0,DB04865
DB00783,DB08912,1,DB01340
DB01033,DB00917,0,DB01201
DB01082,DB01112,1,DB01610
DB00450,DB09118,1,DB08880
DB00252,DB01259,1,DB00456
DB00853,DB00968,0,DB00745
DB00573,DB08794,1,DB00222
DB00441,DB00417,0,DB00869
DB00552,DB00317,0,DB01399
DB00374,DB00814,1,DB01041
DB00359,DB00844,0,DB00532
DB00214,DB01399,1,DB00946
DB00374,DB09053,1,DB00681
DB00205,DB00938,0,DB01511
DB01197,DB00623,0,DB01196
DB00554,DB09063,1,DB01280
DB00410,DB01036,0,DB00782
DB00615,DB09101,1,DB00324
DB00787,DB01238,0,DB01000
DB01168,DB01656,1,DB01415
DB00268,DB00768,1,DB01413
DB00204,DB00999,1,DB09289
DB00262,DB00796,0,DB00625
DB00204,DB01184,1,DB07615
DB00186,DB00442,0,DB05246
DB00765,DB01238,1,DB01045
DB00014,DB00204,1,DB01260
DB00460,DB00593,0,DB09209
DB00316,DB00615,1,DB09064
DB00956,DB09065,1,DB00360
DB00470,DB08872,1,DB01235
DB06218,DB06663,1,DB01560
DB01016,DB01621,1,DB01168
DB00503,DB04868,1,DB00723
DB00387,DB11181,1,DB01111
DB00649,DB00869,0,DB01087
DB00489,DB00355,0,DB01064
DB00196,DB04839,1,DB00349
DB00700,DB00153,0,DB08941
DB00718,DB00162,0,DB00281
DB00853,DB00559,0,DB00288
DB00513,DB00470,0,DB09063
DB00682,DB00713,1,DB01248
DB00198,DB01609,0,DB01607
DB00652,DB00356,0,DB06789
DB00398,DB00612,0,DB09038
DB00757,DB01238,1,DB01362
DB00014,DB01263,1,DB00520
DB00178,DB00877,1,DB00410
DB00990,DB00317,0,DB09064
DB01418,DB04918,1,DB00337
DB00745,DB08820,1,DB00181
DB00246,DB00601,1,DB11256
DB00974,DB01240,1,DB00596
DB00921,DB01072,1,DB01200
DB00998,DB00468,0,DB00252
DB00582,DB06209,1,DB06204
DB00497,DB05521,1,DB09210
DB00273,DB00623,1,DB01330
DB00625,DB01238,1,DB00399
DB00879,DB00584,0,DB00682
DB00956,DB08910,1,DB04574
DB01095,DB00795,0,DB00814
DB00991,DB01143,0,DB00361
DB00343,DB09053,1,DB09401
DB00452,DB00671,1,DB00820
DB00627,DB08860,1,DB01130
DB00747,DB00765,1,DB01590
DB00266,DB00304,1,DB01000
DB01136,DB09280,1,DB08439
DB01128,DB01418,1,DB00593
DB00177,DB00384,1,DB00512
DB02300,DB00359,0,DB01021
DB00417,DB01595,0,DB01399
DB00682,DB01097,1,DB00308
DB00765,DB01440,1,DB00736
DB00180,DB00747,0,DB00695
DB00889,DB01171,1,DB00850
DB01222,DB09063,1,DB09125
DB00330,DB01016,0,DB00006
DB00968,DB00320,0,DB01206
DB00468,DB01023,1,DB09072
DB00204,DB00398,1,DB01067
DB01288,DB01291,1,DB00991
DB08867,DB08873,1,DB04908
DB01005,DB08895,1,DB01140
DB00390,DB06218,1,DB00970
DB01172,DB00524,0,DB06282
DB00844,DB01041,0,DB00955
DB00573,DB06696,1,DB01080
DB00343,DB06290,1,DB00333
DB00301,DB01172,1,DB08795
DB00353,DB00820,0,DB05294
DB01119,DB01320,1,DB00461
DB00104,DB01165,1,DB00583
DB00475,DB06201,1,DB00759
DB00814,DB01082,1,DB00877
DB05239,DB09330,1,DB00850
DB00808,DB00921,1,DB00770
DB00970,DB04817,1,DB01198
DB01197,DB06196,1,DB00864
DB00246,DB00315,1,DB00832
DB00635,DB01656,1,DB00498
DB00957,DB06335,1,DB00876
DB00668,DB09082,1,DB09183
DB00206,DB00315,1,DB00262
DB01610,DB00376,0,DB00175
DB00277,DB01178,1,DB00227
DB00710,DB01265,0,DB00897
DB00850,DB00330,0,DB01236
DB00275,DB00700,1,DB09570
DB00851,DB01001,0,DB00754
DB01232,DB09053,1,DB00839
DB00573,DB09026,1,DB01165
DB00153,DB00317,0,DB01236
DB00953,DB01016,0,DB00897
DB00346,DB01029,1,DB00175
DB00745,DB01143,0,DB00442
DB00700,DB01331,0,DB01440
DB00412,DB00613,1,DB00222
DB00649,DB00261,0,DB09295
DB00740,DB00220,0,DB00399
DB00254,DB01605,1,DB01065
DB00461,DB00502,1,DB00991
DB01211,DB09119,1,DB00187
DB00261,DB01589,0,DB00841
DB01320,DB01601,1,DB05015
DB00278,DB00535,0,DB06274
DB00816,DB00935,1,DB06589
DB00682,DB01088,1,DB00961
DB00402,DB06290,1,DB00146
DB00794,DB09049,1,DB01048
DB00798,DB01112,1,DB00316
DB00196,DB08912,1,DB00441
DB00500,DB03615,1,DB00291
DB00243,DB01201,1,DB06605
DB01234,DB06616,1,DB00524
DB00120,DB00262,1,DB08795
DB00618,DB08795,1,DB08871
DB01238,DB06684,1,DB01249
DB01082,DB00216,0,DB01201
DB00346,DB00961,1,DB01294
DB00624,DB00635,1,DB01656
DB00359,DB00695,0,DB01393
DB00633,DB00335,0,DB01021
DB00784,DB00695,0,DB00443
DB00353,DB01586,0,DB01587
DB00350,DB09220,1,DB06603
DB00563,DB09214,1,DB02300
DB00952,DB00181,0,DB00867
DB00153,DB00278,0,DB00710
DB01119,DB08907,1,DB00465
DB00442,DB00987,0,DB00742
DB00295,DB00606,1,DB00603
DB00470,DB01319,1,DB01162
DB00440,DB08822,1,DB01168
DB01238,DB09477,1,DB01414
DB00594,DB01119,1,DB01111
DB00363,DB08889,1,DB01274
DB00334,DB06288,1,DB01411
DB00181,DB09128,1,DB00381
DB00605,DB00798,1,DB06262
DB00404,DB00450,1,DB00308
DB01017,DB09072,1,DB00928
DB00461,DB00717,0,DB06795
DB00346,DB00373,1,DB02901
DB00222,DB00501,1,DB01296
DB04574,DB04938,1,DB00330
DB00820,DB02703,1,DB01005
DB00193,DB00704,1,DB01147
DB00204,DB01263,1,DB01198
DB00444,DB01097,1,DB01193
DB00470,DB00475,1,DB00601
DB06700,DB00480,0,DB00794
DB00417,DB00873,0,DB00935
DB00652,DB00619,0,DB00345
DB00196,DB00554,1,DB06218
DB00605,DB01082,1,DB06684
DB01319,DB04908,1,DB06603
DB00497,DB00619,1,DB00736
DB00414,DB06825,1,DB01602
DB00206,DB00335,1,DB00839
DB00244,DB00209,0,DB01264
DB00559,DB01241,1,DB00998
DB00530,DB00698,0,DB04938
DB01212,DB00850,0,DB00282
DB01265,DB00795,0,DB11248
DB00346,DB01136,1,DB05245
DB00493,DB01194,0,DB00499
DB00997,DB04817,1,DB01197
DB06207,DB09118,1,DB00966
DB01128,DB00442,0,DB01033
DB00479,DB01267,0,DB06218
DB00784,DB00611,0,DB00771
DB00559,DB09063,1,DB00290
DB00126,DB00977,1,DB01147
DB00410,DB01241,0,DB06772
DB00175,DB00220,1,DB00881
DB00252,DB06772,1,DB09183
DB00565,DB00996,1,DB00768
DB00361,DB08895,1,DB00696
DB00376,DB01023,0,DB01197
DB00468,DB08912,1,DB00862
DB00242,DB00887,0,DB00618
DB01045,DB05109,1,DB00492
DB00199,DB01418,1,DB00281
DB00337,DB01097,1,DB00320
DB00550,DB00499,0,DB08877
DB01036,DB00238,0,DB00839
DB00535,DB00446,0,DB00173
DB00997,DB02703,1,DB00977
DB00294,DB00188,0,DB00673
DB00243,DB00541,1,DB00345
DB00252,DB08877,1,DB00512
DB00582,DB08439,1,DB01436
DB01045,DB09102,1,DB09211
DB00334,DB05812,1,DB00744
DB00524,DB00844,1,DB00443
DB01320,DB09128,1,DB01015
DB00381,DB11110,1,DB00909
DB01418,DB06228,1,DB00309
DB00530,DB06717,1,DB00957
DB00564,DB00932,1,DB01229
DB01259,DB08912,1,DB09038
DB00252,DB01016,1,DB00714
DB00007,DB00834,1,DB00343
DB00704,DB01267,0,DB01602
DB01263,DB00278,0,DB00706
DB00333,DB00623,1,DB00350
DB00842,DB01392,1,DB00935
DB00263,DB00996,1,DB01255
DB00633,DB00204,0,DB04844
DB00732,DB01111,1,DB04868
DB00615,DB09073,1,DB00280
DB00746,DB00442,0,DB00309
DB01082,DB00224,0,DB00694
DB00333,DB01618,1,DB00346
DB00104,DB00335,1,DB01296
DB00768,DB09072,1,DB00937
DB00897,DB09065,1,DB00952
DB00862,DB00623,0,DB00341
DB00263,DB06335,1,DB00080
DB01274,DB01288,1,DB00612
DB00328,DB00682,1,DB06204
DB00695,DB09220,1,DB00754
DB00604,DB09065,1,DB04339
DB00014,DB01251,1,DB00968
DB00199,DB06212,1,DB01259
DB00410,DB00798,0,DB01436
DB00842,DB01143,0,DB06769
DB00908,DB08899,1,DB08907
DB01143,DB00513,0,DB08896
DB00615,DB09128,1,DB00360
DB00014,DB00220,1,DB00224
DB00952,DB01236,0,DB00747
DB01030,DB05521,1,DB00794
DB00441,DB00714,0,DB00531
DB01268,DB06616,1,DB01267
DB00623,DB01610,0,DB00666
DB00480,DB01656,1,DB00665
DB01267,DB00238,0,DB09274
DB01155,DB00317,0,DB06268
DB00897,DB00291,0,DB00581
DB00104,DB00945,1,DB06268
DB00327,DB00524,1,DB00294
DB00746,DB01155,0,DB01137
DB00968,DB00410,0,DB00730
DB00346,DB00598,1,DB00811
DB00790,DB00481,0,DB01604
DB00700,DB06290,1,DB00499
DB00175,DB00682,1,DB00521
DB00765,DB00818,1,DB01045
DB00662,DB04924,1,DB00227
DB01023,DB06207,1,DB04574
DB00443,DB01609,1,DB00756
DB00673,DB00374,0,DB05521
DB00195,DB01331,0,DB01196
DB00388,DB09009,1,DB06414
DB00762,DB04868,1,DB00544
DB00231,DB01128,0,DB00833
DB00210,DB00402,0,DB00564
DB01207,DB06700,1,DB01076
DB00582,DB01181,1,DB00485
DB00252,DB00413,1,DB00604
DB00243,DB08893,1,DB00952
DB01030,DB08912,1,DB00559
DB00196,DB00706,1,DB00035
DB00341,DB09076,1,DB06268
DB00195,DB00564,1,DB00305
DB00492,DB00714,0,DB02901
DB00615,DB06212,1,DB00502
DB08893,DB09027,1,DB06410
DB00601,DB01064,1,DB00207
DB00243,DB00211,0,DB06825
DB01621,DB08820,1,DB08895
DB00177,DB00346,1,DB00007
DB00673,DB04845,1,DB00452
DB00211,DB00627,0,DB06335
DB00301,DB01017,1,DB00973
DB00285,DB00682,1,DB01221
DB00559,DB08816,1,DB00186
DB00317,DB01254,1,DB01590
DB00355,DB01150,0,DB00486
DB00277,DB00489,1,DB01410
DB00775,DB00889,0,DB00130
DB01030,DB01610,0,DB01138
DB00503,DB06228,1,DB00739
DB00682,DB08873,1,DB01206
DB00335,DB01362,0,DB00838
DB00396,DB09049,1,DB01106
DB00713,DB00261,0,DB00442
DB00700,DB00278,0,DB00631
DB00652,DB00999,1,DB00871
DB01253,DB06290,1,DB00847
DB00997,DB04855,1,DB00833
DB00195,DB00784,0,DB00759
DB00512,DB00732,1,DB01250
DB00414,DB01203,1,DB00446
DB01129,DB00303,0,DB00806
DB00459,DB01238,0,DB08941
DB00282,DB00452,1,DB00990
DB00969,DB00291,0,DB06684
DB00475,DB05271,1,DB08895
DB00198,DB01101,0,DB09082
DB00461,DB04272,1,DB00353
