Drug1_ID,Drug2_ID,Y,Neg samples
DB00541,DB01234,1,DB00409
DB00687,DB01208,1,DB00459
DB00610,DB00983,1,DB00146
DB00014,DB00204,1,DB01260
DB00784,DB00955,1,DB01100
DB06684,DB09065,1,DB01222
DB01029,DB01392,1,DB00349
DB00502,DB09073,1,DB00764
DB00794,DB01197,1,DB05266
DB00363,DB00414,1,DB09030
DB00684,DB00887,1,DB00437
DB00248,DB06707,1,DB00328
DB00559,DB01241,1,DB00998
DB00794,DB06212,1,DB09075
DB00598,DB06707,1,DB08820
DB00714,DB00904,1,DB04837
DB00974,DB06209,1,DB00877
DB01016,DB01119,1,DB01610
DB04868,DB09073,1,DB00440
DB00916,DB04339,1,DB06414
DB00598,DB00794,1,DB01076
DB01201,DB04845,1,DB01068
DB04845,DB09063,1,DB00618
DB00794,DB08901,1,DB00364
DB00266,DB01241,1,DB00927
DB00320,DB00409,1,DB00480
DB00604,DB09054,1,DB00361
DB06288,DB09042,1,DB00456
DB00794,DB00903,1,DB00175
DB00450,DB09128,1,DB08912
DB00332,DB00782,1,DB00485
DB00333,DB00413,1,DB08897
DB00300,DB00784,1,DB08896
DB00220,DB00499,1,DB00424
DB01178,DB09097,1,DB00367
DB00246,DB00834,1,DB08916
DB00980,DB05521,1,DB06603
DB00732,DB00908,1,DB00743
DB00304,DB03880,1,DB09125
DB00281,DB01210,1,DB01586
DB01600,DB08794,1,DB00570
DB01253,DB09118,1,DB06699
DB00322,DB00682,1,DB06730
DB00337,DB06287,1,DB00633
DB00440,DB00542,1,DB00320
DB00014,DB01601,1,DB00718
DB00625,DB06414,1,DB00741
DB00820,DB01197,1,DB01621
DB00104,DB01018,1,DB00242
DB00188,DB01087,1,DB00979
DB08873,DB09073,1,DB00747
DB00976,DB01590,1,DB08897
DB01232,DB01268,1,DB00933
DB09053,DB09118,1,DB01082
DB00195,DB09220,1,DB01333
DB00268,DB00537,1,DB00309
DB00906,DB08912,1,DB09059
DB00178,DB00862,1,DB01262
DB00615,DB09063,1,DB00300
DB01264,DB06772,1,DB01553
DB00475,DB09272,1,DB00555
DB00806,DB00999,1,DB00153
DB01076,DB01609,1,DB00794
DB00334,DB00486,1,DB01048
DB06717,DB09049,1,DB00445
DB00977,DB08794,1,DB09073
DB00749,DB01609,1,DB01331
DB00586,DB00798,1,DB00917
DB00872,DB01100,1,DB00952
DB00224,DB01215,1,DB00282
DB00465,DB00687,1,DB06287
DB00662,DB08897,1,DB00980
DB06210,DB11110,1,DB08930
DB00512,DB08976,1,DB00594
DB01206,DB01238,1,DB02659
DB00790,DB00945,1,DB01030
DB00328,DB01208,1,DB00281
DB00956,DB09119,1,DB08867
DB00196,DB06702,1,DB00557
DB00343,DB04908,1,DB06789
DB00337,DB06772,1,DB00282
DB00682,DB00713,1,DB01248
DB00502,DB01009,1,DB01212
DB00919,DB00991,1,DB01280
DB00436,DB01232,1,DB00197
DB01203,DB01235,1,DB00986
DB00328,DB00700,1,DB06769
DB01111,DB01172,1,DB00760
DB00976,DB09049,1,DB01059
DB00277,DB00983,1,DB09082
DB00450,DB01192,1,DB01329
DB01211,DB08873,1,DB09070
DB06290,DB09054,1,DB00955
DB00294,DB09280,1,DB01250
DB02703,DB06626,1,DB00692
DB00872,DB06684,1,DB09125
DB01238,DB08816,1,DB01147
DB00436,DB09214,1,DB00841
DB00705,DB06414,1,DB01586
DB00368,DB00388,1,DB00204
DB00268,DB01621,1,DB00302
DB00682,DB02546,1,DB00381
DB00980,DB01045,1,DB00530
DB00884,DB03615,1,DB00741
DB00196,DB00530,1,DB00952
DB00346,DB00519,1,DB09300
DB00318,DB00421,1,DB00790
DB00559,DB00628,1,DB00668
DB00263,DB00682,1,DB00035
DB00549,DB00682,1,DB00588
DB00246,DB01251,1,DB01601
DB01232,DB06605,1,DB00887
DB00214,DB00452,1,DB00181
DB06287,DB09118,1,DB00709
DB00872,DB00909,1,DB00960
DB00996,DB01017,1,DB00577
DB00285,DB00767,1,DB00438
DB00387,DB09271,1,DB00104
DB00196,DB05521,1,DB00624
DB00615,DB00976,1,DB00421
DB00412,DB01609,1,DB01320
DB01320,DB01558,1,DB00351
DB00881,DB01143,1,DB00918
DB00862,DB01359,1,DB00945
DB00479,DB01111,1,DB00175
DB00969,DB09054,1,DB06795
DB00391,DB04946,1,DB00951
DB00343,DB01392,1,DB00844
DB00327,DB06201,1,DB01206
DB00651,DB01558,1,DB01100
DB08820,DB09063,1,DB01280
DB00252,DB01072,1,DB00746
DB01193,DB01235,1,DB00521
DB01220,DB05812,1,DB00993
DB00615,DB09128,1,DB00360
DB00497,DB00611,1,DB00709
DB01073,DB01656,1,DB01362
DB04272,DB09079,1,DB01120
DB00374,DB09477,1,DB00606
DB00717,DB04908,1,DB00198
DB00333,DB00673,1,DB00213
DB00762,DB06589,1,DB00264
DB00264,DB08896,1,DB00946
DB01219,DB01254,1,DB00641
DB00220,DB09071,1,DB00779
DB00619,DB01201,1,DB06176
DB00588,DB09271,1,DB01268
DB00282,DB00814,1,DB00673
DB00374,DB00571,1,DB01218
DB00559,DB08895,1,DB01150
DB01017,DB01072,1,DB00158
DB00641,DB06210,1,DB06603
DB00910,DB09065,1,DB09295
DB00413,DB00555,1,DB01183
DB01268,DB01656,1,DB00873
DB00334,DB01120,1,DB00746
DB01059,DB09268,1,DB08916
DB01238,DB09118,1,DB01411
DB00187,DB00633,1,DB01207
DB00834,DB08895,1,DB05812
DB00625,DB00682,1,DB00173
DB00628,DB00898,1,DB00441
DB01233,DB01247,1,DB06335
DB00860,DB00912,1,DB01004
DB00206,DB06700,1,DB00838
DB00669,DB01100,1,DB00328
DB00814,DB09063,1,DB00681
DB00199,DB00862,1,DB00209
DB00564,DB06414,1,DB00630
DB00204,DB00384,1,DB04839
DB00903,DB00945,1,DB01410
DB00450,DB00660,1,DB01319
DB01263,DB08864,1,DB00260
DB00334,DB01560,1,DB01558
DB00374,DB00945,1,DB00847
DB05246,DB05271,1,DB00764
DB06626,DB06717,1,DB00493
DB00651,DB00983,1,DB08903
DB00327,DB05271,1,DB01156
DB00619,DB09065,1,DB00841
DB00563,DB00607,1,DB01219
DB00035,DB00861,1,DB01206
DB00136,DB08912,1,DB00927
DB01126,DB08873,1,DB06795
DB00601,DB00938,1,DB00588
DB00862,DB09063,1,DB00764
DB00728,DB01082,1,DB01254
DB01234,DB01319,1,DB00876
DB00582,DB08877,1,DB01014
DB00193,DB00850,1,DB00428
DB00188,DB08880,1,DB06795
DB00177,DB00633,1,DB00974
DB00673,DB05109,1,DB05812
DB00796,DB00820,1,DB00692
DB01264,DB09102,1,DB09288
DB00440,DB08912,1,DB09055
DB00557,DB00625,1,DB00881
DB00374,DB09075,1,DB00900
DB01254,DB06237,1,DB00297
DB00104,DB09063,1,DB00252
DB00246,DB00486,1,DB00169
DB00310,DB00327,1,DB06717
DB00563,DB00784,1,DB01065
DB00252,DB00413,1,DB00604
DB00983,DB00988,1,DB01136
DB01600,DB04865,1,DB09076
DB04844,DB05271,1,DB09039
DB05521,DB06335,1,DB06210
DB00880,DB00898,1,DB09009
DB00246,DB08907,1,DB08439
DB01053,DB01172,1,DB01063
DB00390,DB06414,1,DB08930
DB00273,DB11315,1,DB00795
DB00745,DB01211,1,DB01036
DB00688,DB01602,1,DB06292
DB00794,DB05271,1,DB00121
DB00682,DB00689,1,DB00643
DB04938,DB09054,1,DB00165
DB00601,DB06288,1,DB00975
DB00180,DB00880,1,DB01362
DB00933,DB06700,1,DB00750
DB00280,DB00414,1,DB01139
DB01222,DB01609,1,DB08899
DB00177,DB00316,1,DB01288
DB00220,DB09049,1,DB00605
DB01212,DB03615,1,DB00880
DB00035,DB00682,1,DB08868
DB00762,DB08820,1,DB01501
DB00414,DB00741,1,DB00862
DB00266,DB01399,1,DB01070
DB00413,DB04953,1,DB00213
DB01018,DB01254,1,DB00660
DB04844,DB05812,1,DB06696
DB00199,DB09079,1,DB00923
DB01143,DB08822,1,DB01042
DB01253,DB01263,1,DB00654
DB00714,DB01156,1,DB06414
DB00552,DB01097,1,DB00993
DB01558,DB05271,1,DB00640
DB00280,DB00559,1,DB01406
DB00356,DB00450,1,DB00746
DB00374,DB00489,1,DB00976
DB09071,DB09072,1,DB00798
DB00222,DB00999,1,DB11110
DB00254,DB00607,1,DB00136
DB00945,DB09030,1,DB00763
DB06207,DB09054,1,DB00740
DB00199,DB00559,1,DB09061
DB01119,DB06335,1,DB00402
DB01221,DB09280,1,DB01560
DB00794,DB01214,1,DB00652
DB00374,DB00586,1,DB00705
DB00206,DB01220,1,DB00198
DB00252,DB06772,1,DB09183
DB00444,DB01097,1,DB01193
DB00452,DB00493,1,DB04817
DB00436,DB00854,1,DB00689
DB00470,DB01319,1,DB01162
DB00862,DB01023,1,DB00475
DB00757,DB00834,1,DB00606
DB00252,DB01171,1,DB00652
DB00460,DB00999,1,DB00146
DB00512,DB00803,1,DB01594
DB00316,DB01407,1,DB01333
DB01264,DB06287,1,DB00669
DB00343,DB01624,1,DB06288
DB00451,DB09210,1,DB01018
DB00244,DB01129,1,DB00244
DB00441,DB01656,1,DB00750
DB00498,DB00554,1,DB01183
DB00193,DB01264,1,DB01607
DB00014,DB00188,1,DB01406
DB00747,DB06201,1,DB01234
DB00678,DB01235,1,DB08820
DB00412,DB01241,1,DB09210
DB08873,DB09123,1,DB01586
DB00328,DB00955,1,DB01394
DB00696,DB06288,1,DB00980
DB00186,DB01202,1,DB00115
DB00444,DB09073,1,DB09059
DB00243,DB01254,1,DB00233
DB00681,DB01082,1,DB00565
DB00334,DB09042,1,DB00884
DB00908,DB00997,1,DB00691
DB01045,DB08881,1,DB00115
DB00501,DB01101,1,DB09221
DB01097,DB06589,1,DB00442
DB00006,DB09053,1,DB00338
DB00414,DB04839,1,DB00555
DB01016,DB01045,1,DB00776
DB05812,DB09118,1,DB01177
DB00335,DB01119,1,DB01211
DB00559,DB00908,1,DB09026
DB00315,DB00767,1,DB08901
DB00750,DB01438,1,DB06710
DB00266,DB00446,1,DB09072
DB00268,DB00475,1,DB01212
DB00682,DB00736,1,DB00798
DB01224,DB09072,1,DB01065
DB00252,DB01263,1,DB00341
DB00745,DB00872,1,DB00126
DB00277,DB00841,1,DB00631
DB00776,DB00999,1,DB00349
DB00035,DB00956,1,DB01106
DB00673,DB00921,1,DB09059
DB01132,DB01241,1,DB01656
DB00557,DB01621,1,DB01059
DB00204,DB01211,1,DB01099
DB00252,DB00520,1,DB00332
DB00220,DB01234,1,DB04924
DB00409,DB00696,1,DB01558
DB00206,DB00248,1,DB08903
DB00252,DB01080,1,DB06412
DB00862,DB06414,1,DB00704
DB00232,DB00295,1,DB00909
DB00945,DB01268,1,DB09210
DB00440,DB01029,1,DB02703
DB00820,DB05521,1,DB00415
DB00794,DB09119,1,DB01016
DB00374,DB00975,1,DB00801
DB01136,DB05812,1,DB01218
DB00557,DB01018,1,DB00318
DB00238,DB00559,1,DB01129
DB01020,DB02703,1,DB04844
DB01072,DB01394,1,DB06825
DB01009,DB08976,1,DB00918
DB00214,DB00732,1,DB04837
DB00607,DB00684,1,DB00652
DB00774,DB00956,1,DB00353
DB00315,DB01178,1,DB02901
DB00014,DB01189,1,DB01219
DB01222,DB09073,1,DB00662
DB00468,DB08822,1,DB01413
DB00605,DB01275,1,DB00820
DB00460,DB08976,1,DB09027
DB00482,DB01275,1,DB06213
DB00607,DB00682,1,DB01553
DB00266,DB00717,1,DB00206
DB00361,DB08820,1,DB00297
DB06144,DB09097,1,DB00756
DB00500,DB00682,1,DB00232
DB01072,DB06290,1,DB05294
DB00762,DB04868,1,DB00544
DB00282,DB00784,1,DB00970
DB00968,DB01168,1,DB00938
DB06290,DB06789,1,DB09038
DB00104,DB01624,1,DB04845
DB00126,DB01255,1,DB00388
DB00214,DB00492,1,DB01163
DB01219,DB08820,1,DB09009
DB00349,DB00450,1,DB00588
DB00991,DB01207,1,DB08903
DB00445,DB00531,1,DB00669
DB00231,DB00470,1,DB01708
DB00951,DB09256,1,DB04843
DB00641,DB06414,1,DB00524
DB00912,DB01208,1,DB09275
DB00615,DB00635,1,DB00498
DB00014,DB01182,1,DB00776
DB00304,DB01251,1,DB00803
DB00310,DB00820,1,DB00519
DB00976,DB06684,1,DB00360
DB00542,DB00877,1,DB01020
DB00333,DB01558,1,DB09286
DB02703,DB09082,1,DB08889
DB00681,DB01380,1,DB00977
DB00252,DB00951,1,DB01004
DB00304,DB00374,1,DB00559
DB01248,DB02703,1,DB00806
DB00163,DB00465,1,DB06527
DB01166,DB06290,1,DB00305
DB01200,DB09073,1,DB05266
DB01041,DB01068,1,DB04861
DB00584,DB01021,1,DB00904
DB00745,DB09053,1,DB00387
DB00163,DB06700,1,DB06717
DB00584,DB08907,1,DB00717
DB00450,DB04908,1,DB01224
DB00601,DB04842,1,DB00912
DB00501,DB00706,1,DB06213
DB06207,DB09118,1,DB00966
DB00310,DB00318,1,DB11126
DB00213,DB00220,1,DB00555
DB00959,DB01045,1,DB01380
DB01210,DB09063,1,DB06710
DB06589,DB08895,1,DB01038
DB00673,DB00687,1,DB00498
DB00470,DB04953,1,DB03615
DB00252,DB09128,1,DB01262
DB00227,DB08816,1,DB09236
DB00391,DB09128,1,DB06207
DB00199,DB00414,1,DB00741
DB00468,DB00881,1,DB00303
DB00627,DB01098,1,DB00788
DB00328,DB01207,1,DB00750
DB00673,DB06287,1,DB01130
DB00327,DB01560,1,DB08795
DB00554,DB01082,1,DB00188
DB06201,DB08910,1,DB00218
DB00333,DB00872,1,DB09166
DB01016,DB04339,1,DB00327
DB01198,DB09065,1,DB08867
DB00121,DB00266,1,DB00356
DB00318,DB06791,1,DB04876
DB00732,DB03615,1,DB06795
DB00912,DB01319,1,DB00238
DB00220,DB00615,1,DB00595
DB00694,DB08895,1,DB11248
DB05676,DB08912,1,DB00921
DB00503,DB00603,1,DB01415
DB00503,DB09075,1,DB01101
DB00334,DB01041,1,DB01219
DB00180,DB00619,1,DB08794
DB00603,DB01120,1,DB00919
DB00691,DB00806,1,DB00991
DB00749,DB09026,1,DB00604
DB01024,DB01165,1,DB09280
DB00387,DB00497,1,DB09064
DB00193,DB00594,1,DB09211
DB00762,DB00794,1,DB00207
DB01062,DB08893,1,DB01221
DB06212,DB08820,1,DB00912
DB00741,DB01656,1,DB08874
DB00446,DB04817,1,DB09065
DB00206,DB01233,1,DB00409
DB00211,DB00598,1,DB00400
DB00404,DB00932,1,DB00650
DB00582,DB09065,1,DB00846
DB00327,DB09290,1,DB08889
DB00559,DB00997,1,DB00451
DB00363,DB00763,1,DB00740
DB00951,DB09274,1,DB00747
DB00335,DB04855,1,DB00689
DB00338,DB01320,1,DB01038
DB01234,DB08816,1,DB00552
DB00908,DB09075,1,DB00438
DB00851,DB08895,1,DB00493
DB00316,DB00816,1,DB00745
DB00413,DB09118,1,DB00990
DB00246,DB06201,1,DB00705
DB00976,DB06176,1,DB00544
DB00218,DB00364,1,DB00521
DB00794,DB09074,1,DB00162
DB00530,DB08820,1,DB11315
DB00187,DB00794,1,DB01264
DB00794,DB04855,1,DB01558
DB00163,DB06684,1,DB00224
DB00007,DB01200,1,DB09320
DB00196,DB01184,1,DB00349
DB00350,DB01072,1,DB09275
DB00619,DB01181,1,DB00552
DB00687,DB01264,1,DB06826
DB00273,DB00564,1,DB06527
DB00181,DB00497,1,DB01046
DB00277,DB01357,1,DB00482
DB00819,DB06204,1,DB00197
DB09030,DB09065,1,DB08795
DB00688,DB01053,1,DB00904
DB00301,DB00563,1,DB00841
DB00328,DB00684,1,DB00743
DB00220,DB06636,1,DB01193
DB01083,DB09118,1,DB09101
DB01045,DB08873,1,DB04861
DB01600,DB03615,1,DB01015
DB01211,DB08867,1,DB02659
DB00951,DB01380,1,DB08795
DB00394,DB01609,1,DB00706
DB09050,DB09268,1,DB06527
DB00227,DB08912,1,DB01088
DB00611,DB01017,1,DB00745
DB00364,DB00391,1,DB00345
DB00244,DB00501,1,DB09262
DB00759,DB08795,1,DB01551
DB00706,DB02703,1,DB00843
DB00390,DB08816,1,DB00376
DB00706,DB00976,1,DB00486
DB00206,DB00521,1,DB01215
DB00035,DB00605,1,DB08873
DB00169,DB01406,1,DB00300
DB00193,DB08912,1,DB00260
DB00790,DB01119,1,DB00451
DB00014,DB00862,1,DB00410
DB00216,DB09073,1,DB00521
DB00537,DB04908,1,DB00864
DB05239,DB09118,1,DB09214
DB00968,DB09220,1,DB00593
DB01399,DB04272,1,DB09292
DB00834,DB06605,1,DB00605
DB00559,DB01234,1,DB08941
DB01058,DB02703,1,DB01137
DB00468,DB00682,1,DB06594
DB00814,DB01296,1,DB00243
DB05812,DB06589,1,DB00402
DB00196,DB00554,1,DB06218
DB00213,DB00563,1,DB01410
DB01072,DB01263,1,DB01177
DB08826,DB11248,1,DB06717
DB00243,DB02703,1,DB00837
DB01016,DB01251,1,DB11256
DB04876,DB04946,1,DB01221
DB00297,DB01214,1,DB00762
DB01193,DB01614,1,DB01017
DB00470,DB01407,1,DB05109
DB00687,DB00749,1,DB09042
DB00381,DB00956,1,DB00197
DB01211,DB08932,1,DB00489
DB00224,DB06626,1,DB00630
DB00177,DB00887,1,DB00565
DB04855,DB08899,1,DB00531
DB00136,DB00834,1,DB09277
DB01106,DB05271,1,DB00999
DB00820,DB00887,1,DB01393
DB00214,DB00332,1,DB01208
DB00436,DB00611,1,DB00450
DB00203,DB05521,1,DB00368
DB00222,DB01232,1,DB00235
DB00908,DB01238,1,DB08794
DB00187,DB00862,1,DB00146
DB00186,DB01219,1,DB00355
DB00187,DB00280,1,DB01033
DB00524,DB00945,1,DB00884
DB00263,DB00615,1,DB00500
DB00530,DB01045,1,DB06710
DB00998,DB04842,1,DB00847
DB00214,DB00620,1,DB00571
DB00238,DB01156,1,DB00390
DB00468,DB00732,1,DB01224
DB00555,DB06207,1,DB01234
DB00346,DB00373,1,DB02901
DB01201,DB09054,1,DB00424
DB00300,DB00479,1,DB00973
DB00007,DB00263,1,DB09257
DB01045,DB06708,1,DB00921
DB01181,DB08899,1,DB00007
DB01178,DB01233,1,DB00584
DB00277,DB00801,1,DB00694
DB00482,DB00955,1,DB09070
DB01126,DB09065,1,DB01130
DB00747,DB09072,1,DB01088
DB01238,DB08893,1,DB09026
DB00750,DB01087,1,DB00293
DB04855,DB09065,1,DB06710
DB00227,DB00872,1,DB00903
DB00493,DB00682,1,DB00630
DB00732,DB00781,1,DB01212
DB00014,DB00757,1,DB01004
DB00204,DB01035,1,DB09049
DB00884,DB11126,1,DB00990
DB00281,DB08880,1,DB06795
DB00252,DB00565,1,DB00324
DB01221,DB06290,1,DB01656
DB01004,DB01024,1,DB00918
DB01036,DB09290,1,DB00222
DB00898,DB01224,1,DB01233
DB00213,DB01171,1,DB01036
DB00842,DB01392,1,DB00935
DB00465,DB00573,1,DB00104
DB00104,DB00502,1,DB00524
DB00564,DB01041,1,DB00535
DB00601,DB01247,1,DB00290
DB01609,DB08910,1,DB01010
DB01165,DB06769,1,DB00468
DB00180,DB06717,1,DB00244
DB01219,DB06201,1,DB00322
DB00728,DB01035,1,DB05676
DB00790,DB01399,1,DB01087
DB00710,DB00798,1,DB00703
DB00262,DB01656,1,DB00981
DB00563,DB00605,1,DB04908
DB00196,DB06636,1,DB08903
DB00222,DB00436,1,DB00181
DB05109,DB08820,1,DB00698
DB00285,DB00814,1,DB00704
DB00630,DB00684,1,DB00417
DB00214,DB06696,1,DB01030
DB00819,DB00909,1,DB00618
DB01021,DB06410,1,DB00643
DB01320,DB09123,1,DB00853
DB00177,DB00598,1,DB06213
DB00687,DB01201,1,DB00996
DB00295,DB08897,1,DB00264
DB00794,DB08930,1,DB00356
DB00358,DB00599,1,DB04839
DB01214,DB09063,1,DB00627
DB00564,DB01182,1,DB01020
DB01275,DB09220,1,DB00723
DB00673,DB09143,1,DB09570
DB00343,DB06605,1,DB00169
DB00388,DB00601,1,DB00887
DB00706,DB01211,1,DB00277
DB00806,DB01203,1,DB06696
DB00968,DB01247,1,DB00267
DB00705,DB01609,1,DB06636
DB00196,DB01259,1,DB00649
DB00214,DB00414,1,DB01602
DB00908,DB01418,1,DB01197
DB00794,DB00881,1,DB05246
DB00613,DB01129,1,DB00169
DB00199,DB01590,1,DB01611
DB01072,DB01218,1,DB00273
DB00290,DB08895,1,DB00773
DB01264,DB04876,1,DB01265
DB00565,DB00684,1,DB01362
DB09063,DB09166,1,DB00801
DB01072,DB01222,1,DB00691
DB01211,DB06695,1,DB00356
DB00682,DB00783,1,DB01119
DB00903,DB06696,1,DB08932
DB00280,DB02901,1,DB00977
DB00423,DB00921,1,DB00573
DB00248,DB01214,1,DB00380
DB08903,DB09063,1,DB05039
DB00266,DB01067,1,DB02659
DB00440,DB00790,1,DB00864
DB06290,DB08895,1,DB01193
DB00652,DB01041,1,DB00852
DB00300,DB03615,1,DB01117
DB00363,DB00470,1,DB00966
DB00872,DB08873,1,DB00765
DB00368,DB00598,1,DB00623
DB00193,DB00310,1,DB00332
DB00186,DB01595,1,DB00979
DB01181,DB01232,1,DB06777
DB01234,DB08820,1,DB00650
DB00497,DB00704,1,DB01023
DB01070,DB01406,1,DB08822
DB00686,DB06441,1,DB00705
DB01264,DB01624,1,DB01265
DB00987,DB01099,1,DB00104
DB00903,DB06204,1,DB00199
DB00104,DB00468,1,DB01058
DB01200,DB09054,1,DB00520
DB00498,DB01600,1,DB01128
DB01020,DB08820,1,DB06212
DB00266,DB00482,1,DB00739
DB00684,DB00903,1,DB00959
DB00186,DB00593,1,DB00841
DB00195,DB08896,1,DB01147
DB00196,DB00497,1,DB00352
DB00700,DB09073,1,DB00990
DB00619,DB06605,1,DB01326
DB00414,DB09128,1,DB00153
DB00449,DB00692,1,DB00974
DB00322,DB06218,1,DB01004
DB00593,DB06717,1,DB00689
DB00593,DB09054,1,DB01062
DB00264,DB01156,1,DB06176
DB00443,DB08895,1,DB00359
DB00945,DB01600,1,DB01220
DB00956,DB01221,1,DB00544
DB00224,DB08896,1,DB00990
DB00364,DB00759,1,DB00921
